cluster index	parent mass	RTMean	ATTRIBUTE_condition:GNPSGROUP:M1	ATTRIBUTE_condition:GNPSGROUP:PA14	ATTRIBUTE_condition:GNPSGROUP:QC	ATTRIBUTE_condition:GNPSGROUP:media
305	204.13597550183204	0.9172047	0.0	0.0	0.0	23903121.2
308	227.1751353783729	0.9209246	0.0	0.0	35509424.0	0.0
302	483.3147435742087	0.92118263	0.0	0.0	8044770.666666667	56814496.0
307	253.1518215704895	0.9229794	0.0	1424612.8333333333	27506302.666666668	80407216.0
303	461.3327393297	0.923522	0.0	0.0	25385576.0	274088214.0
313	187.1229570240123	0.932899	0.0	26807682.666666668	0.0	0.0
312	382.1969085767989	0.9341667	15056666.0	93190641.66666667	28170858.0	121003266.8
314	247.1075995895989	0.93654734	35995586.333333336	39566111.333333336	23787934.0	45684974.0
315	423.2599371519564	0.9418382	0.0	2932239.3333333335	0.0	56093708.0
320	320.1816493424568	0.9430784	23692259.666666668	25247135.0	15225671.166666666	27045984.4
316	372.1559398943768	0.943632	0.0	22901058.333333332	8590046.166666666	37451657.6
318	350.1741319224698	0.9445194	4677928.833333333	137127656.0	43822720.333333336	301070474.0
319	243.1337857977597	0.94485474	19719780.833333332	21615170.666666668	12984072.666666666	29155877.2
311	295.16503679457185	0.95315444	0.0	66732249.666666664	38162627.833333336	59823108.8
322	400.1977763328035	0.9544383	12634742.666666666	7921582.25	6380942.0	0.0
350	353.1817933005448	0.9558391	43835239.333333336	44701519.666666664	28286671.0	62770191.2
324	237.12312711268413	0.9597683	0.0	32023498.666666668	29776093.333333332	255096794.0
326	267.1336486157102	0.9649932	0.0	31288527.333333332	12662935.666666666	85263402.0
327	229.11831753681707	0.9656295	97347617.33333333	109625459.33333333	75929425.0	110104353.2
328	376.1892315943648	0.96772105	17789347.833333332	19259248.666666668	11769773.166666666	26898244.4
330	281.1494218091751	0.96890813	24106043.333333332	21447114.333333332	15760474.333333334	24646693.6
331	293.1129745985468	0.96919715	14859056.0	18943665.5	12626888.166666666	20910643.2
329	263.1421801328285	0.9736083	0.0	28961378.666666668	5664559.5	104643156.0
333	362.19182007720656	0.97387064	0.0	30468288.333333332	7720595.916666667	48931504.0
332	320.16366629425687	0.9743071	0.0	1597980.0	0.0	96364046.0
335	589.3231718184364	0.977208	0.0	0.0	0.0	66326541.2
341	295.1295720767482	0.9774127	1460929.1666666667	19912781.166666668	0.0	39673374.0
336	286.1759520408337	0.97847944	0.0	14486600.166666666	0.0	28990799.6
334	313.1214179678429	0.98220617	0.0	12555485.5	0.0	22351648.4
337	317.1469783952236	0.98291415	0.0	2357178.8333333335	1594647.0	26299172.0
365	295.1650698801484	0.9854497	0.0	95914066.66666667	35094879.5	940713584.0
338	180.13623553610458	0.98593336	0.0	16777714.166666668	0.0	68059620.8
340	359.2649831900987	0.9880075	0.0	36528133.0	4317573.333333333	167176234.0
342	435.2711526699711	0.9894718	0.0	0.0	0.0	50355802.0
343	218.1392431624926	0.99083346	0.0	0.0	0.0	61653288.0
344	424.2077046688983	1.0017507	3050857.5	26527994.333333332	0.0	38098226.8
345	451.26596058462576	1.0046492	0.0	0.0	3235791.6666666665	135826306.0
349	486.2922077512117	1.0107565	52651398.666666664	0.0	18788481.5	0.0
351	508.2746268626032	1.0111517	23589441.0	0.0	5458719.166666667	0.0
352	251.6709178598077	1.0113689	0.0	50898140.0	3096382.0	79117878.0
346	502.33460188567375	1.0116867	0.0	25515640.666666668	0.0	44561022.4
355	493.30182353557	1.0263389	0.0	0.0	0.0	28571702.0
353	253.151978036177	1.0271692	0.0	13680373.666666666	27773864.0	76328118.0
354	261.1443788110773	1.027809	17102192.166666668	47402466.0	16670472.666666666	61894709.6
356	231.1702439758712	1.0289997	22335931.333333332	155833575.0	345914273.3333333	2825453860.0
358	547.2523298253296	1.0399848	0.0	0.0	0.0	22505585.6
360	411.2598871166163	1.0400106	18111894.166666668	14248988.166666666	9880166.0	11424506.0
364	433.2422909273442	1.0445076	10941603.166666666	0.0	0.0	0.0
362	557.2966491513138	1.044811	0.0	1377252.9166666667	0.0	22195072.0
366	603.3344030361003	1.050206	0.0	12516912.833333334	0.0	16801080.8
368	576.3388814640853	1.055791	0.0	21556301.333333332	0.0	33241678.0
359	264.1421014751778	1.0566723	1376945.9166666667	170874431.66666666	89489496.66666667	520423196.0
367	525.2704941239252	1.0566503	0.0	42504964.0	23622580.666666668	144547498.0
370	314.20705578526264	1.0572921	7331388.833333333	89348386.66666667	25831120.0	146376806.0
369	285.1205807963194	1.0574514	0.0	19967057.333333332	15715531.666666666	34696703.2
371	263.1389304400071	1.0585862	42359890.666666664	1060988991.6666666	544317553.3333334	3376743700.0
374	261.12357131346187	1.072316	44116280.0	45684166.666666664	35141965.333333336	43213888.8
373	378.20213691630806	1.0794996	92166170.66666667	86466579.33333333	64232343.333333336	154719704.0
375	373.2806466608034	1.0808786	0.0	0.0	0.0	32808966.0
