cluster index	parent mass	RTMean	ATTRIBUTE_condition:GNPSGROUP:M1	ATTRIBUTE_condition:GNPSGROUP:PA14	ATTRIBUTE_condition:GNPSGROUP:QC	ATTRIBUTE_condition:GNPSGROUP:media
376	233.1494501509535	1.0822263	38527686.666666664	46197017.333333336	28595395.666666668	60551895.6
377	120.08022416372027	1.0876882	0.0	0.0	0.0	18671680.0
380	529.3018096208857	1.0876882	0.0	0.0	0.0	86715607.2
379	376.1898493395458	1.0888358	937165.9166666666	15670695.833333334	0.0	33538369.6
378	287.1363488299148	1.0936753	0.0	12184490.5	6600698.5	46874273.2
381	266.1578416517978	1.0938188	0.0	25546976.0	15278155.166666666	187186676.0
382	265.15444038709296	1.0948939	1692929.0	153351777.66666666	108877242.33333333	1219683380.0
384	160.07569816729253	1.1083639	83492508.33333333	63757075.333333336	69609272.33333333	0.0
383	458.19211148858847	1.1095926	0.0	12207944.333333334	0.0	27603872.4
386	295.1288587493645	1.115795	0.0	16670938.166666666	0.0	21283278.8
385	477.2377270958849	1.1159288	19082196.5	19958354.0	10063712.333333334	26775403.6
387	321.19182634496576	1.1208231	0.0	0.0	0.0	23150098.0
390	603.3132033577119	1.1284343	14464387.5	10528885.166666666	6817620.666666667	0.0
391	489.36437274575945	1.1289942	0.0	0.0	0.0	79775747.2
388	336.1913567167029	1.1297476	0.0	40707513.0	4236581.833333333	128454620.0
412	263.1390746558713	1.1346923	1027532.75	44598247.0	15811082.0	84631958.0
392	197.128383436428	1.1367611	118816948.33333333	108777983.33333333	88223353.66666667	97855100.0
389	560.4014252154593	1.1371187	0.0	15131133.666666666	4739395.666666667	94551966.0
396	159.0916108212095	1.1373764	15338036.333333334	11656647.166666666	10362163.5	10716743.6
393	245.1857734613933	1.1382656	28253149.333333332	195583620.0	242990370.0	2005876460.0
398	539.3436060457618	1.1385429	0.0	0.0	0.0	50194522.4
395	231.1126626380712	1.1401874	0.0	17625579.333333332	0.0	0.0
397	316.2228397220863	1.1412307	38113054.333333336	316362548.3333333	77291863.66666667	503191530.0
399	338.20443483529345	1.1419758	6568076.666666667	29222017.666666668	16030791.666666666	36636573.6
394	623.3068477038221	1.1426485	0.0	0.0	0.0	49565440.8
401	329.1491975032626	1.1488297	0.0	62926897.666666664	10804683.833333334	231242636.0
402	589.3226719632752	1.1524795	0.0	37265823.333333336	0.0	110284204.8
403	243.1338405134607	1.1536014	27493333.666666668	22301016.0	17456465.333333332	24316318.4
405	589.3664679701511	1.1535854	0.0	0.0	0.0	49694186.8
407	317.1468814496067	1.1551744	0.0	24162729.0	6222840.166666667	28026212.8
406	358.1967021955539	1.1567304	0.0	32129262.0	7811571.0	50337086.8
404	475.2397105954397	1.1575496	11953941.166666666	9682191.083333334	6046809.5	12199675.2
400	296.1683454399369	1.1583639	6572111.833333333	80301001.66666667	17729658.333333332	167352246.0
409	378.20203607632254	1.1587771	42484047.666666664	48069611.0	29462387.666666668	75234060.0
408	268.12888113023246	1.1590737	20217337.666666668	21567946.0	13866085.5	26982749.6
411	295.16506215536845	1.1590782	49699091.666666664	462507603.3333333	99577589.33333333	998658656.0
428	360.2125020585777	1.1624355	0.0	24137183.0	14946703.666666666	98319541.2
413	281.1494547945129	1.1799798	26055792.0	27103133.0	17603705.333333332	32243596.8
414	326.2071826588821	1.1832566	26285659.333333332	46141108.666666664	21633560.333333332	73108253.2
415	415.25486619959497	1.1860621	0.0	16888501.333333332	0.0	33388718.4
416	166.08616395555123	1.1929576	0.0	0.0	0.0	12755942.0
418	449.239292745389	1.1970263	18879315.0	22365345.0	13218418.166666666	38050127.6
419	493.3018920131975	1.1984755	0.0	18900870.0	0.0	53273938.0
417	287.13635631059594	1.2018727	0.0	13147030.0	1583048.5	35423024.8
420	265.15445507682733	1.2027242	0.0	258229500.0	83457156.0	1107404028.0
421	217.15458733489967	1.203875	54521158.666666664	42715766.666666664	34400075.333333336	51814753.6
422	152.07060256017144	1.2059891	33919700.333333336	0.0	17695896.0	0.0
423	473.3330899513338	1.2188609	0.0	0.0	0.0	32161752.0
424	486.7590236977612	1.2217143	145488096.66666666	1345092.75	55506482.333333336	0.0
426	229.15458914291048	1.2299259	142151586.66666666	351049848.3333333	136409177.66666666	505300120.0
425	230.1580769441248	1.2314233	18655680.833333332	45480513.666666664	17558452.0	65255442.4
427	546.3496195439252	1.2371179	0.0	29553642.0	0.0	96105638.8
431	245.1857715571104	1.2415389	0.0	40686616.333333336	82926796.66666667	870218044.0
430	657.3788060285724	1.2431278	0.0	9691227.833333334	0.0	66131524.0
429	635.3970095283217	1.2434204	0.0	15516649.666666666	0.0	134321710.0
436	319.20545370951726	1.2453686	0.0	38598051.0	14635380.666666666	123896982.8
432	340.18387032149025	1.2453686	0.0	29618287.666666668	17995646.833333332	52561202.4
433	318.2021747451639	1.2461193	12581787.833333334	236234780.0	85377270.0	746331040.0
435	562.3806098883324	1.2461541	0.0	0.0	0.0	48071603.6
434	297.12659637753603	1.2495736	0.0	8275543.0	0.0	29011355.2
437	231.11266968628087	1.249768	132966447.33333333	122145949.0	86436825.66666667	151324154.0
439	332.21761991370744	1.2559906	0.0	56140354.666666664	13892330.833333334	87658600.8
440	191.6259063417673	1.2598374	0.0	0.0	0.0	111049656.0
438	232.1161774334569	1.2600719	19872362.5	18831071.666666668	13101227.333333334	22506141.6
444	229.0990300279262	1.2681302	35541587.666666664	25788098.333333332	21930094.666666668	34447882.8
441	392.2177066020433	1.2689755	30775408.666666668	17463517.166666668	17331263.166666668	16948574.6
443	382.2446952150509	1.2690972	0.0	29532818.0	9965370.333333334	441636002.0
445	631.3228676251531	1.2707514	0.0	0.0	0.0	22989856.4
448	288.19174828993897	1.2827706	18037705.0	0.0	0.0	0.0
452	201.147026720927	1.2898988	0.0	0.0	0.0	59955264.0
450	350.204803425456	1.2902954	10087116.833333334	17153984.5	11750929.333333334	20617669.6
482	677.4210523243513	1.290358	0.0	15879050.666666666	0.0	23404628.8
455	327.04669228026785	1.2917778	32141321.666666668	0.0	5891802.5	0.0
454	408.2125672114655	1.2953354	0.0	10525491.666666666	0.0	22201733.2
451	302.2072327835927	1.2956563	0.0	1179470.0833333333	0.0	19840578.4
453	401.2870034303424	1.2956477	0.0	0.0	1787710.6666666667	150844226.0
456	173.1073399360546	1.3001988	23800992.333333332	22137740.666666668	17916870.666666668	32959362.4
458	243.13386263667203	1.3004692	107479495.66666667	119516712.66666667	78627008.33333333	150162948.0
457	330.1524469888163	1.3059007	0.0	15988319.166666666	0.0	84480484.0
460	329.1493818571404	1.3083256	0.0	75686129.0	11887628.666666666	398609556.0
461	295.18691093780825	1.3103738	21027347.333333332	20368886.0	12463360.833333334	24607332.8
459	589.3666449975764	1.3104784	14472452.666666666	15091794.166666666	5174063.75	23256758.0
462	444.2125749004524	1.3195711	0.0	9415843.0	0.0	46884922.4
464	507.3175909571066	1.3212954	0.0	0.0	0.0	52227856.8
447	655.4386710086454	1.3226986	0.0	33639201.333333336	0.0	59335175.2
465	263.1388603259732	1.324772	330518635.0	402087006.6666667	241241300.0	584992970.0
466	176.07058182611274	1.3253416	147754623.33333334	166881641.66666666	93267709.66666667	0.0
470	285.1207164971631	1.3253653	11867053.333333334	13193565.166666666	10743749.166666666	11279106.0
442	245.18582491841977	1.3289839	1131365.3333333333	56346598.0	146515393.0	2701923400.0
467	511.346700400038	1.3294742	0.0	0.0	0.0	28181320.4
469	489.3644797324096	1.3320764	0.0	0.0	2259846.1666666665	201725990.0
468	394.23352780284	1.3322779	0.0	16569554.166666666	4096572.8333333335	115466129.2
463	329.22612141094686	1.3323334	17569304.666666668	71766888.33333333	20090468.0	127149388.0
472	231.11268243703253	1.3325038	114065201.0	114749295.0	79770606.66666667	119288514.0
473	553.3342638266286	1.3352504	52475836.666666664	42654151.333333336	31773027.666666668	0.0
449	328.22289805907195	1.3359601	95865002.66666667	366114453.3333333	108366844.33333333	740038030.0
471	267.1675877791778	1.3387682	0.0	0.0	7434837.166666667	55552509.2
475	310.1670774025618	1.3438773	11328731.666666666	2546224.8333333335	1037071.4166666666	0.0
476	257.1444962091569	1.3459607	10668596.916666666	16265477.666666666	4309613.75	19369804.2
477	513.281941516707	1.3465483	13157418.333333334	21286760.333333332	10003979.833333334	26844200.8
478	218.1392435571956	1.348856	0.0	0.0	0.0	42356762.8
479	435.27117697328	1.348856	0.0	0.0	0.0	100226248.0
485	350.204747762113	1.3521553	10578980.333333334	20635258.333333332	13000765.666666666	28736004.0
480	227.0813847739104	1.3544061	30074319.0	28974759.333333332	21277203.333333332	27327650.4
483	277.15454536437306	1.3669367	41824708.666666664	42724496.333333336	27695175.333333332	50790912.4
486	297.1264534668697	1.3761508	0.0	0.0	0.0	43333926.8
487	295.16509851770803	1.3789467	64719720.333333336	62284633.666666664	43508628.333333336	85806080.0
488	289.1544403372442	1.3801385	27422787.0	23807483.0	18307916.0	35667763.2
490	287.1712176456196	1.3831297	26995276.0	24802639.0	17265815.833333332	35056070.0
491	426.2018970358425	1.3870914	0.0	3202780.75	0.0	17214998.2
493	485.2609645500412	1.3878449	0.0	9438373.0	0.0	67958644.4
492	243.13383492139783	1.3885217	72806763.33333333	111650598.33333333	64113132.333333336	234470748.0
494	360.1924795385344	1.3919251	62891583.333333336	119964907.33333333	53633661.666666664	198504264.0
495	479.2976316641987	1.4086535	8748570.333333334	24294384.666666668	5575969.0	45017523.6
496	330.2387364460633	1.4109712	23096282.0	8150998.333333333	0.0	19271135.6
499	337.2231903994824	1.4131708	13073075.0	13712984.666666666	6209885.416666667	20562497.6
489	279.1701764626929	1.41503	0.0	6812074.333333333	0.0	39905607.2
497	229.15450397680047	1.4160255	0.0	1144376.3333333333	0.0	15056313.2
498	424.2076028483178	1.4186262	18268353.833333332	30368136.0	11839562.833333334	46511171.6
500	399.2600843509136	1.4217343	42485967.333333336	51424871.333333336	28540758.0	92748291.2
502	642.3454386611751	1.4247108	0.0	7641648.833333333	0.0	14352835.4
501	316.2229801602224	1.425677	0.0	17437435.333333332	0.0	28569982.8
503	354.1994977622637	1.4419559	0.0	15298529.333333334	0.0	39602017.2
504	332.2177919764732	1.4431123	0.0	94455221.0	40404903.666666664	374438026.0
505	380.9870588671613	1.4448662	20516061.666666668	14119866.833333334	12383240.0	0.0
506	183.0916967814863	1.448948	35792750.333333336	36536810.0	28448961.333333332	56720513.2
508	329.1495143812135	1.4540688	27011129.333333332	27063704.0	17953124.0	36042198.8
509	491.2863585884443	1.463871	23668286.333333332	36091936.333333336	15049487.666666666	63344620.4
510	211.14401754991104	1.4663187	82752973.33333333	91589936.0	60235090.666666664	117496812.0
511	469.2557364560348	1.4663248	0.0	0.0	0.0	54983846.4
512	374.2283574203856	1.4690578	0.0	0.0	0.0	25334584.8
515	279.1314448470108	1.4781758	11034019.0	10711304.333333334	8623508.5	10598530.0
516	257.1493730363307	1.4824053	28092503.333333332	29033371.0	18989978.666666668	36632005.2
517	574.4171643907608	1.4927331	1266613.25	10053255.916666666	0.0	20621660.4
518	687.5007345934423	1.493755	0.0	20997639.0	0.0	50101687.2
519	709.482696986268	1.493755	0.0	20849582.0	0.0	41631653.2
520	366.23596147199146	1.4968287	14383710.0	23411570.0	16253649.0	31630564.0
521	344.2541877436403	1.4971298	101228406.66666667	292724973.3333333	107943211.0	599541430.0
525	326.7048712963515	1.5138557	0.0	0.0	0.0	27442051.6
524	652.4022731838111	1.5138557	0.0	0.0	0.0	49811652.0
527	509.3330885876642	1.5206829	0.0	0.0	0.0	49445215.6
526	253.15215057879345	1.5216621	11492886.666666666	12382108.333333334	7917212.166666667	11908237.0
529	231.17024742719795	1.5219791	147045475.66666666	181807288.33333334	101296660.0	275583862.0
528	120.08015073151353	1.5220467	0.0	0.0	0.0	19870561.6
530	726.3668393401404	1.5245253	23404878.5	0.0	0.0	0.0
531	277.1183002453296	1.5264733	22521901.0	29125225.0	17068782.0	32835317.2
532	579.3143165259946	1.5315899	0.0	0.0	0.0	21094941.2
533	301.15197682210703	1.533449	0.0	0.0	3606123.6666666665	52138735.6
534	557.3330015347799	1.5356829	0.0	0.0	0.0	150197926.0
535	279.1701649096268	1.5391002	3596390.9166666665	40830126.0	81334999.66666667	1747454420.0
536	461.242479907067	1.5443918	10686445.833333334	35234868.666666664	8202561.0	46437865.6
539	364.2203245450706	1.546396	10499326.166666666	24970008.666666668	13989583.333333334	29134662.8
543	342.2385889051628	1.5475867	123583769.33333333	582092546.6666666	158417751.66666666	1008780948.0
537	408.2488091495667	1.5493085	0.0	0.0	0.0	58101471.2
538	211.14400234225263	1.5537528	97224865.66666667	97642199.0	68504981.33333333	98958272.8
553	343.2418456014117	1.5601337	20295004.333333332	86421766.0	14090358.333333334	160455137.2
544	257.1494182136269	1.5619936	17531915.0	15711079.666666666	13589528.333333334	20323636.0
540	683.4697712823214	1.5629147	0.0	54050871.0	1762353.8333333333	90716404.8
541	705.4520355003478	1.5638539	0.0	22735775.0	0.0	33230740.0
542	394.2334923251975	1.564275	0.0	35633617.666666664	3582469.6666666665	91893462.0
545	427.2913998511512	1.5710906	17575749.5	42811648.0	15288350.0	78937260.8
546	190.086231265742	1.5839769	29601321.333333332	22555485.666666668	15606051.5	0.0
547	374.2284213558884	1.5858587	0.0	61144966.666666664	17367645.666666668	129806436.0
548	263.1415560943844	1.5961477	1208014.3333333333	1278955.5833333333	0.0	9788884.6
549	318.2022194253721	1.5971248	0.0	5040389.833333333	0.0	12522006.0
551	329.1496566442712	1.5974562	27931012.0	30618547.0	18953804.833333332	39342337.2
550	393.2228642569236	1.5976728	0.0	0.0	0.0	32616604.0
554	162.05496671327808	1.6156771	53940564.666666664	78313451.33333333	31092072.0	0.0
555	245.12842868875143	1.6195375	129143039.0	145127653.33333334	106031071.0	183730372.0
557	265.15454914814427	1.6228307	57658580.666666664	60155162.666666664	38658158.666666664	81387803.2
556	229.1541537011221	1.6249974	0.0	0.0	0.0	8983109.8
558	513.268303002979	1.6265603	0.0	17545887.666666668	1254682.0833333333	23501490.0
559	491.2862678498103	1.6281066	6360702.0	86340865.66666667	15510178.25	194126156.0
569	343.2418792088174	1.628208	10768826.166666666	17516650.333333332	10064783.833333334	46471454.4
575	342.2037264073657	1.6288841	12336648.166666666	24069897.0	13310925.333333334	67132574.4
562	328.2229519585182	1.631276	19944701.5	21418112.333333332	11437726.0	29839325.6
561	426.2019674458039	1.6328543	14866174.166666666	9331518.583333334	7311217.916666667	7872807.7
570	342.2385615054451	1.6333091	55813732.666666664	89669195.0	48431335.0	240671104.0
564	345.2575487053784	1.6458664	0.0	26018744.666666668	1336875.5	46783816.0
563	313.1545321664203	1.6487567	0.0	0.0	5846577.166666667	314530254.0
565	366.2360867341018	1.6506258	0.0	19015695.666666668	9045206.166666666	24386097.6
578	344.25442123215373	1.6514325	18194192.666666668	129164432.66666667	36250424.666666664	281318280.0
567	459.2600291252916	1.6624043	20568481.666666668	14723996.333333334	11338961.5	18752016.4
568	394.1788958717762	1.6773707	0.0	0.0	0.0	11428923.8
572	439.29156745007054	1.6940672	149130357.33333334	144664252.66666666	86487935.0	211785484.0
573	265.15457602695665	1.6992358	48366459.666666664	47356664.0	30782796.333333332	67726718.4
574	461.2731731076157	1.7061119	25182214.0	23197827.333333332	16709258.5	30865342.0
576	360.2126906775019	1.7123566	13148477.666666666	13103784.0	1243987.5	18244723.8
577	245.12841248463704	1.7172924	128236138.33333333	123190835.0	85459992.0	170523730.0
571	167.01284580306853	1.7254599	6559833.083333333	6327015.833333333	7387929.75	0.0
580	350.2072543176181	1.7335248	0.0	15961044.333333334	0.0	102069430.8
579	372.1891089303853	1.7337596	0.0	0.0	0.0	17543901.4
581	311.1388196386878	1.7354668	31584544.0	28745886.666666668	20032780.0	40045043.2
582	275.03061652780013	1.7410148	78909708.33333333	0.0	14469445.5	0.0
583	259.1652219596589	1.7524362	8940771.333333334	9995090.0	0.0	14371551.6
584	568.8372827284385	1.7543344	0.0	0.0	0.0	29165674.4
585	285.2172626873292	1.7643685	10727500.5	11608780.666666666	2539554.0	14630493.4
586	291.1338433549974	1.7765406	43640016.0	45018094.666666664	27341904.0	63789064.4
587	313.115713648685	1.7771782	10989600.5	10724472.333333334	5931612.75	13698721.6
590	461.2734318637688	1.7831442	13678211.666666666	12434986.083333334	7208899.166666667	12529014.0
588	376.2230680565178	1.7945555	19197651.5	22727685.333333332	11425093.0	97532248.0
591	439.2917507912474	1.7964528	65150849.333333336	67798196.0	33171572.666666668	116963940.0
589	505.302310262644	1.8077437	0.0	34539521.0	3292525.0	84594114.8
592	271.20161011040125	1.8172126	6123768.416666667	3142659.8333333335	0.0	13532341.4
593	200.1071755561353	1.8201169	16875091.833333332	15461044.0	14154360.833333334	0.0
594	245.18602634702293	1.8249545	78473065.66666667	114482441.66666667	50682772.0	177454750.0
595	525.2712173454229	1.8348985	0.0	4935728.833333333	0.0	20336851.8
596	659.3404680419295	1.8365616	20928640.166666668	9196227.666666666	10851658.666666666	0.0
597	213.159831019632	1.8444299	19075604.333333332	19048326.5	13654955.333333334	26110494.4
598	358.2698620476966	1.8474563	0.0	0.0	0.0	16741817.4
599	344.2544818011819	1.874337	0.0	0.0	0.0	10367135.6
601	558.3288772407926	1.8756118	0.0	11709253.166666666	0.0	13599783.6
603	407.23914013402526	1.8844837	0.0	0.0	0.0	25677011.6
604	202.12296785443712	1.905742	21513514.0	37810462.666666664	17983250.666666668	0.0
607	279.17063153851547	1.9193237	62494820.666666664	62854333.333333336	40228134.666666664	95232401.6
600	167.01277581368976	1.9208031	7479624.5	6887710.916666667	8131210.5	4966035.3
610	473.27570009185	1.9413434	15722430.833333334	25153278.0	10162530.0	47838299.6
608	412.2230545741795	1.9419487	0.0	0.0	0.0	80982312.8
611	227.13895120872635	1.9426994	0.0	1103428.9166666667	0.0	12119221.6
613	342.23853661516887	1.947326	17533778.5	42075032.0	10727063.5	72706680.0
614	356.2177084808603	1.9630115	0.0	0.0	0.0	16213579.6
616	203.08146999932143	1.9750911	25020150.666666668	0.0	9125158.0	0.0
615	758.4071365877764	1.9758617	0.0	8628528.083333334	0.0	24505475.2
617	780.3894083696031	1.9761906	0.0	0.0	0.0	9694071.3
618	192.0654130977545	1.987082	66451773.666666664	0.0	24211492.666666668	0.0
619	279.1699868885278	1.9985274	71931173.0	70457493.0	43020437.666666664	107659734.8
622	216.1016947250099	2.0095334	71565796.33333333	73094001.66666667	36982311.0	0.0
625	136.0756383500406	2.0566607	11023937.166666666	0.0	0.0	0.0
624	269.0555316159273	2.0568438	21812643.666666668	30589659.666666668	20010700.666666668	0.0
623	299.2324416382865	2.058826	13061093.0	14633901.166666666	1432623.1666666667	19597314.4
626	313.1541968711701	2.060146	21061597.666666668	22047890.666666668	13040902.333333334	29695561.2
627	657.3971773108108	2.0885491	0.0	0.0	0.0	13964078.4
629	414.2360773609995	2.1138606	0.0	0.0	0.0	20522138.8
630	392.2543205452542	2.1138685	0.0	3796290.0	0.0	136168128.0
631	218.1176725787188	2.1592987	48766609.666666664	48870684.0	24217922.333333332	0.0
632	211.0866427200472	2.2227807	132649705.0	8669175.583333334	53918293.0	0.0
633	261.1596682955871	2.256934	16998705.5	16744961.833333334	11407558.333333334	22918884.4
635	207.0551283857567	2.2866447	9819038.5	0.0	0.0	0.0
634	224.08185966585816	2.2867596	257378361.66666666	79236729.0	116593989.66666667	0.0
636	225.06711406137848	2.2879083	9464948.916666666	0.0	0.0	0.0
637	167.01285261734023	2.3262558	9119800.916666666	8519216.833333334	9143172.916666666	7674700.3
638	210.05837762137165	2.3379862	13955192.833333334	0.0	3174153.75	0.0
639	216.13823167764755	2.3761275	21248897.666666668	41805838.0	15469393.0	0.0
640	309.07261160676234	2.4826035	47193368.333333336	1268971.6666666667	10682593.0	0.0
641	224.037634996662	2.5303552	25504432.0	0.0	4931039.833333333	0.0
642	222.02214816784632	2.5865564	56332053.333333336	5779378.666666667	9642158.5	0.0
643	232.1333539909188	2.5903885	125759632.66666667	131646041.66666667	61276444.666666664	0.0
645	276.1592003610324	2.6287506	12520409.666666666	12170856.0	0.0	0.0
646	227.07186068915303	2.644532	24288344.333333332	18800638.833333332	16026410.0	0.0
647	226.0691516467155	2.6449287	297372933.3333333	225698783.33333334	195053043.33333334	0.0
648	247.04765122158983	2.645726	46335464.0	27671032.0	20704181.666666668	0.0
651	244.13313172620363	2.64654	36987181.666666664	23573181.666666668	15006757.166666666	0.0
649	225.0658954865537	2.6465425	2088071933.3333333	1607759300.0	1394909933.3333333	0.0
650	207.05519439476976	2.6465495	66509924.333333336	52327921.333333336	42807290.0	0.0
644	167.01290796970866	2.700454	9909843.333333334	9854401.666666666	10497791.833333334	8603536.9
653	299.2331107892448	2.7244563	11372636.833333334	11002331.166666666	2265588.5	17205522.8
654	322.1187506541815	2.7954304	0.0	13379534.333333334	0.0	0.0
655	206.02715115552311	2.8628197	34549237.333333336	0.0	12958637.833333334	0.0
662	326.0703937473679	2.9382894	524622473.3333333	40830307.666666664	190994851.66666666	0.0
658	327.06213815026246	2.9383001	257873068.33333334	20208429.666666668	92785175.0	0.0
661	328.06592287103007	2.9387224	43565439.333333336	0.0	15482394.333333334	0.0
657	347.0493278922925	2.938771	33003600.333333332	0.0	17055347.166666668	0.0
659	325.0676568005233	2.9391103	3076809083.3333335	234546676.66666666	1108279983.3333333	0.0
660	147.85979821223137	2.9393384	22356019.333333332	0.0	8178498.083333333	0.0
664	702.0394596385249	2.9393432	16923641.833333332	0.0	944786.4166666666	0.0
663	146.02626844046452	2.9404027	9968907.666666666	0.0	0.0	0.0
666	419.0051541084331	2.9433508	10930225.333333334	0.0	6887559.0	0.0
656	246.14894818600428	2.9447887	35261010.666666664	42931851.0	18904584.333333332	0.0
667	225.0658925894033	2.949151	17126539.166666668	14116260.333333334	9681165.416666666	0.0
668	307.02094856118686	3.021529	21073454.0	0.0	0.0	0.0
670	242.15361455579983	3.0755026	11814616.666666666	51385574.0	9403853.0	0.0
669	259.1518889996605	3.0767307	53813374.333333336	35469494.666666664	20991982.666666668	0.0
672	515.2901605818088	3.0771756	55144759.666666664	28447730.666666668	12729193.833333334	0.0
671	258.1487102040786	3.077578	289606096.6666667	194459491.66666666	115230859.0	0.0
673	288.19565153973133	3.1032476	29414580.0	33023471.333333332	19867849.666666668	0.0
674	167.01289416270592	3.1090615	10396804.5	10757283.5	10365213.833333334	9087976.2
675	487.33200270693214	3.132565	7977006.0	76479892.33333333	0.0	0.0
677	245.1729201342524	3.132893	32902311.666666668	108366805.66666667	25528132.666666668	0.0
676	244.16967983217512	3.133296	182919441.66666666	612876448.3333334	143575223.33333334	0.0
680	146.02592057714455	3.182172	9714069.5	0.0	0.0	0.0
679	328.0658241848729	3.1821997	33985092.0	0.0	11290028.666666666	0.0
682	325.06771529173835	3.1827993	2403113633.3333335	110323525.66666667	805331695.0	0.0
681	279.0622028936553	3.183256	9941668.333333334	0.0	5978110.833333333	0.0
683	147.85949096636327	3.1833942	17605303.5	0.0	0.0	0.0
685	272.1643812064868	3.2298644	14087983.833333334	0.0	0.0	0.0
686	225.0659808513361	3.2339077	11568076.0	7608265.416666667	5005326.916666667	0.0
690	778.4791451770483	3.2843077	14107930.333333334	11276151.166666666	994046.0	0.0
687	262.1708808188317	3.2882457	29985003.666666668	28086865.0	15933132.333333334	0.0
688	519.3223709141944	3.288224	590930256.6666666	552146785.0	283416720.0	0.0
684	260.16473800900906	3.2886188	1720473433.3333333	1594029500.0	904983133.3333334	0.0
691	261.16793104100816	3.2886393	305050075.0	279759691.6666667	162828721.66666666	0.0
693	563.3486715571022	3.3089004	20891268.5	16028491.166666666	5590313.0	0.0
692	304.1908876226	3.3101006	63208565.333333336	52366839.666666664	30296464.666666668	0.0
697	225.0659864454533	3.3629518	10509550.666666666	6288072.833333333	2113862.0	0.0
694	306.1911659613521	3.3679824	17991233.666666668	16074299.666666666	8202756.25	5483637.2
695	257.13844503531	3.368353	8493039.833333334	7649342.333333333	0.0	2888612.0
696	334.2224131766461	3.369306	16892505.5	15057116.666666666	8318928.5	3997034.8
698	274.27397851627245	3.4014683	11553130.166666666	12016301.833333334	11440036.333333334	11498134.8
699	272.1645867712494	3.4141037	73573431.66666667	16872837.833333332	21820680.666666668	0.0
700	302.17518458714414	3.417436	30589393.666666668	16340852.166666666	11762766.166666666	0.0
701	290.17516407619866	3.4240894	21758851.0	0.0	8912048.5	0.0
703	258.18576824241217	3.4854465	1978136.6666666667	26716835.0	1057817.8333333333	0.0
704	519.3227719525111	3.5021966	0.0	7390890.25	0.0	0.0
705	261.1682206269666	3.5061355	3960130.6666666665	54534873.666666664	1833677.5	0.0
706	260.1648561267541	3.5154333	34091425.0	304241931.6666667	24662250.75	0.0
708	286.18041252061033	3.605951	18361602.833333332	14490920.666666666	935152.3333333334	0.0
709	275.1834834998432	3.6227837	39997268.166666664	17038518.333333332	14693137.833333334	0.0
710	274.1802671136834	3.6257946	235705031.66666666	86846848.33333333	74985397.66666667	0.0
711	547.3532994538547	3.627805	39675960.0	1520131.8333333333	0.0	0.0
713	272.2586168569988	3.6376028	10994878.333333334	11504334.0	11498999.333333334	12239124.0
712	258.1493108762367	3.6431293	0.0	8737397.666666666	0.0	0.0
714	276.15973983911914	3.6522372	19056041.166666668	11327660.583333334	1939351.5	0.0
718	241.14371896598607	3.6803868	9320700.166666666	7806897.666666667	0.0	3167487.0
725	301.1650089086359	3.6810253	23365474.75	18884446.333333332	10120284.0	7443140.8
716	269.1386263995575	3.6814542	22179919.833333332	18393103.0	9585338.083333334	7288740.0
720	318.1915620206449	3.6815498	60899631.333333336	52536926.5	24879492.666666668	25282241.7
726	346.2228550260628	3.6824806	53332455.0	46016480.666666664	22950222.0	18158604.2
717	323.1467973822116	3.6876204	11243491.333333334	10123168.666666666	1228871.9166666667	4382892.8
715	270.18542579907904	3.6877196	0.0	25202613.333333332	10155741.166666666	0.0
727	313.35796608074435	3.7199037	33169567.333333332	28045415.666666668	15964630.166666666	0.0
729	287.1836686779862	3.7407973	147359013.33333334	69896860.33333333	56366633.666666664	0.0
731	288.1865741473562	3.7420144	16494210.666666666	6007005.25	5814597.083333333	0.0
733	286.1804558004889	3.7428436	745009000.0	342155070.0	303767225.0	0.0
732	571.3537657218026	3.7436528	198756871.66666666	61286379.333333336	53737023.0	0.0
735	539.3640834866343	3.7834902	0.0	70274847.33333333	0.0	0.0
736	270.1856165825056	3.785693	44237431.0	695899581.6666666	91585665.0	0.0
734	271.18892500206715	3.7861023	9030215.166666666	138292840.0	18821060.666666668	0.0
738	555.3590861276688	3.7881553	4058971.5	23715529.666666668	1157992.75	0.0
740	543.3952537752724	3.8278227	0.0	78028247.33333333	0.0	0.0
739	272.20116862251024	3.828458	53253399.0	662503633.3333334	135634443.33333334	0.0
741	273.20440798794164	3.828887	10879641.25	132564624.33333333	27002180.0	0.0
743	406.2440541629523	3.845676	10195882.166666666	8263282.333333333	0.0	3142071.0
744	434.27527840695655	3.8600082	9696160.0	6809086.333333333	0.0	2189557.0
745	274.1800157409928	3.8796365	0.0	8255261.25	0.0	0.0
746	300.1960559906891	3.9123058	9647695.0	2592299.5833333335	0.0	0.0
748	460.2696905871665	3.9288645	20697877.5	9817296.833333334	16828718.5	0.0
747	432.2381974654671	3.930755	11687009.833333334	0.0	8988418.416666666	0.0
749	290.20205523275354	3.9542592	22484447.666666668	11133292.0	7476272.25	0.0
750	289.19917895536366	3.9561577	200794426.66666666	101176136.66666667	84822524.33333333	0.0
751	288.1959973984178	3.9569812	989715860.0	499778280.0	415214215.0	0.0
752	575.3848321919627	3.9569697	309725621.6666667	118705933.33333333	89754100.0	0.0
756	284.20110887308266	4.061598	0.0	12877108.833333334	0.0	0.0
754	300.1957439504866	4.0721126	9312232.916666666	0.0	0.0	0.0
