CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
831	842	5	0.8991	-14.015
792	814	5	0.9825	-17.025
801	814	5	0.9241	-35.036
807	814	5	0.9353	-35.037
808	814	5	0.7923	650.386
810	814	5	0.9581	129.031
811	814	5	0.9756	-17.027
812	814	5	0.8426	146.058
814	830	5	0.7691	-11.006
814	844	5	0.8194	-11.005
792	801	5	0.9419	18.010
801	807	5	0.993	0.001
801	810	5	0.8731	-164.067
801	811	5	0.9478	-18.009
801	830	5	0.7528	-46.042
801	844	5	0.7863	-46.041
769	829	5	0.928	-56.062
785	829	5	0.9636	-42.046
802	829	5	0.9718	-14.017
819	829	5	0.8815	-2.017
829	840	5	0.9304	-26.015
829	847	5	0.9293	-28.031
807	836	5	0.7215	-44.027
811	836	5	0.7626	-26.017
830	836	5	0.8257	2.015
836	844	5	0.7993	-2.015
769	847	5	0.8072	-84.093
785	847	5	0.8182	-70.077
802	847	5	0.7798	-42.048
840	847	5	0.8235	-2.016
792	830	5	0.8193	-28.031
807	830	5	0.7606	-46.043
811	830	5	0.8372	-28.032
830	844	5	0.9484	0.000
791	805	5	0.793	148.064
791	817	5	0.8434	146.059
769	785	5	0.9624	-14.016
785	794	5	0.7598	3.011
785	802	5	0.9662	-28.029
785	819	5	0.9092	-40.029
769	784	5	0.867	146.058
784	805	5	0.9033	-29.033
784	831	5	0.9376	-42.046
805	808	5	0.7392	-503.325
805	812	5	0.8285	1.003
805	817	5	0.8551	-2.005
805	831	5	0.9186	-13.014
769	794	5	0.7597	-11.005
794	795	5	0.8171	-667.415
794	808	5	0.8194	-375.295
794	810	5	0.8062	146.060
794	812	5	0.8798	129.033
792	811	5	0.988	0.001
807	811	5	0.9549	-18.010
810	811	5	0.9305	146.058
811	844	5	0.8494	-28.032
792	808	5	0.7613	-667.412
795	808	5	0.8337	292.120
808	810	5	0.8751	521.355
808	812	5	0.9392	504.328
792	844	5	0.8332	-28.031
807	844	5	0.7952	-46.042
810	844	5	0.764	118.026
792	812	5	0.8129	-163.084
810	812	5	0.9093	-17.027
812	831	5	0.8106	-14.017
769	802	5	0.9649	-42.045
769	819	5	0.8626	-54.045
802	819	5	0.9057	-12.000
819	835	5	0.7184	118.025
819	840	5	0.97	-28.032
802	831	5	0.8975	146.056
835	845	5	0.7103	-2.015
792	810	5	0.9381	-146.057
807	810	5	0.8798	-164.068
818	845	5	0.7533	-28.032
792	807	5	0.9537	18.012
33	36	6	0.8752	45.058
100	329	7	0.9374	-1.998
151	329	7	0.9393	-16.031
250	329	7	0.9769	-14.016
311	329	7	0.9725	32.023
329	365	7	0.9379	-32.023
329	434	7	0.9736	-33.984
329	607	7	0.9427	-16.028
21	356	7	0.9777	-12.037
50	356	7	0.9596	-42.047
171	356	7	0.9733	-14.016
250	356	7	0.9434	17.956
280	356	7	0.9764	-0.000
356	411	7	0.9532	-63.995
356	420	7	0.9828	-33.984
356	487	7	0.9503	-63.995
356	557	7	0.9778	-33.984
356	619	7	0.9873	-48.000
151	172	7	0.9816	-32.023
172	301	7	0.9826	63.995
172	341	7	0.9191	-15.996
172	365	7	0.9271	-16.031
172	401	7	0.9527	-50.015
172	497	7	0.9417	49.979
50	171	7	0.9787	-28.031
171	557	7	0.9295	-48.000
97	411	7	0.9619	-42.047
130	411	7	0.948	-56.063
234	411	7	0.9843	-14.016
282	411	7	0.9294	49.979
411	413	7	0.9876	14.016
411	463	7	0.9458	-34.061
411	487	7	0.9925	-0.000
411	551	7	0.9594	-33.985
465	556	7	0.9535	33.985
75	162	7	0.9112	-0.000
130	162	7	0.913	57.021
162	192	7	0.8935	15.995
139	376	7	0.8959	49.977
231	376	7	0.987	-0.000
326	376	7	0.9661	33.984
280	421	7	0.9432	14.016
294	301	7	0.9782	14.016
301	497	7	0.9555	-14.016
301	556	7	0.9546	-14.015
192	416	7	0.9902	0.000
321	416	7	0.9925	0.000
311	341	7	0.9393	0.035
330	341	7	0.9374	-13.980
341	365	7	0.9855	-0.035
341	401	7	0.9557	-34.020
341	508	7	0.9403	-34.020
341	607	7	0.9461	15.959
57	125	7	0.893	-2.016
