formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C5H6F3NO2	[M - H2O + H]+	C5H5F3NO+	0.463	0.090	0.304	0.304	0.000	0	0.000	1.362	1.362	-118465.607		152.032	20	0.326	713686920420353877	713686809892051608	40	
1	C12H22N4O3	[M + H3N + H]+	C12H26N5O3+	0.800	0.333	76.426	71.234	5.192	23	0.772	-0.238	1.205	-1.583		288.203	20	0.331	713686933632413334	713686809858497172	45	
1	C5H9NO4	[M - H2O + H]+	C5H8NO3+	0.999	0.333	31.711	29.108	2.604	4	0.981	6.910	6.910	-138489.587		130.050	20	0.337	713686949566576517	713686809959160476	46	
1	C5H8O2S	[M + H3N + H]+	C5H12NO2S+	0.988	0.333	78.488	74.042	4.446	11	0.785	6.798	6.798	-0.040		150.058	21	0.343	713686921875777670	713686810026269348	49	
1	C5H10O3S	[M - H2O + H]+	C5H9O2S+	0.918	0.500	84.795	80.089	4.706	17	0.972	7.319	7.319	-135385.321		133.032	21	0.343	713686945036727543	713686809988520608	48	
1	C15H20N2O4	[M + H3N + H]+	C15H24N3O4+	0.800	0.333	60.231	54.404	5.827	12	0.918	0.691	1.105	-1.330		310.176	21	0.350	713686929878510737	713686810059823784	51	
1	C10H15NO5S	[M + H3N + H]+	C10H19N2O5S+	0.987	0.333	30.362	30.362	0.000	13	0.693	0.980	1.079	0.290		279.101	21	0.351	713686931619147137	713686810185652920	59	
1	C9H15NO4S	[M + H3N + H]+	C9H19N2O4S+	0.999	0.333	76.085	76.085	0.000	11	0.634	0.099	0.491	-2.786		251.105	21	0.352	713686940947280517	713686810089183916	53	
1	C16H34N6O5	[M - H2O + H]+	C16H33N6O4+	0.693	0.333	74.069	74.069	0.000	40	0.619	0.905	1.481	-48252.214		373.256	21	0.355	713686931300379978	713686810152098484	54	
1	C8H13N2O2	[M + H3N + H]+	C8H17N3O2+	0.989	0.333	74.528	74.528	0.000	12	0.794	2.619	3.267	-0.578		187.131	21	0.356	713686920965613490	713686810122738352	56	
1	C8H16N2O4	[M + Na]+	C8H16N2NaO4+	0.999	0.995	35.501	35.501	0.000	10	0.156	-2.654	2.654	-2.147		227.100	22	0.362	713686924459469217	713686810248567488	55	
1	C9H18N2O5	[M - H2O + H]+	C9H17N2O4+	0.981	0.333	65.514	65.514	0.000	11	0.290	1.562	1.650	-82952.471		217.118	22	0.364	713686945519072541	713686810219207356	57	
1	C6H13N3O3	[M - H2O + H]+	C6H12N3O2+	0.998	0.333	20.891	20.891	0.000	3	0.042	1.470	1.643	-113923.782		158.092	23	0.375	713686921473124361	713686810277927620	61	
1	C12H17N3O3	[M + H3N + H]+	C12H21N4O3+	0.799	0.333	60.794	55.790	5.005	11	0.991	0.138	1.426	-1.103		269.161	23	0.379	713686928209177528	713686810315676360	60	
1	C15H20N4O4	[M + H3N + H]+	C15H24N5O4+	0.800	0.333	100.906	95.167	5.739	34	0.897	0.906	1.980	-1.362		338.182	23	0.380	713686930306329802	713686810349230796	58	
1	C15H20N2O3	[M + H3N + H]+	C15H24N3O3+	0.991	0.309	58.639	58.639	0.000	12	0.108	-2.158	2.645	-2.118		294.181	23	0.387	713686929635241053	713686810475059932	65	
1	C8H13NO4	[M + H3N + H]+	C8H17N2O4+	0.799	0.333	71.050	68.285	2.765	12	0.994	1.084	2.288	-1.382		205.118	23	0.388	713686921489901581	713686810378590928	64	
1	C17H29N3O4	[M + H3N + H]+	C17H33N4O4+	0.800	0.333	74.303	71.020	3.284	13	0.898	-0.787	3.355	-1.377		357.249	23	0.390	713686925784869540	713686810412145364	62	
1	C9H11N3	[M + H3N + H]+	C9H15N4+	1.000	0.332	42.527	42.527	0.000	4	0.571	6.356	6.356	-4.482		179.128	24	0.392	713686920583931762	713686810441505496	63	
1	C13H28N2OS	[M + H]+	C13H29N2OS+	0.288	0.292	12.165	12.165	0.000	4	0.008	3.905	3.905	3.251		261.200	24	0.393	713686935045893987	713686810810604288	68	
1	C11H16N4O3	[M - H2O + H]+	C11H15N4O2+	0.996	0.333	53.841	51.061	2.781	20	0.888	0.651	1.230	-76602.898		235.119	24	0.396	713686948824184575	713686810525391584	67	
1	C15H27N3O5	[M + H3N + H]+	C15H31N4O5+	0.876	0.333	67.414	64.000	3.414	19	0.819	0.845	1.654	-0.969		347.229	24	0.398	713686925344467535	713686810579917540	66	
1	C10H15NO5	[M + H3N + H]+	C10H19N2O5+	0.926	0.333	121.568	121.568	0.000	18	0.506	0.831	0.874	-0.316		247.129	24	0.401	713686925923281609	713686810940627728	94	
1	C4H9N2O5	[M + H3N + H]+	C4H13N3O5+	0.477	0.002	57.874	55.620	2.255	9	0.610	-2.533	2.636	-3.397		183.084	24	0.402	713686931187133705	713686810617666280	71	
1	C9H11NO3	[M + Na]+	C9H11NNaO3+	1.000	1.000	25.513	25.513	0.000	4	0.178	0.174	0.174	-0.338		204.063	24	0.402	713686940527850075	713686810722523892	76	
1	C8H6O	[M + H3N + H]+	C8H10NO+	0.540	0.333	45.873	42.947	2.925	2	0.030	1.714	1.714	-0.811		136.076	24	0.403	713686932424453623	713686810655415020	73	
1	C9H8O3	[M + H3N + H]+	C9H12NO3+	0.798	0.333	91.633	86.219	5.414	12	0.823	1.392	1.392	-0.273		182.081	24	0.404	713686921682839627	713686810688969456	75	
1	C11H22NO6	[M + H3N + H]+	C11H26N2O6+	0.507	0.011	34.522	31.228	3.295	5	0.731	1.304	1.304	-0.454		282.178	24	0.405	713686923125680353	713686810751884024	70	
1	C9H10O4	[M - H2O + H]+	C9H9O3+	0.736	0.500	69.796	66.548	3.248	10	1.000	1.283	1.283	-109119.222		165.055	24	0.405	713686924182645108	713686810781244156	74	
1	C8H13NO3	[M + H3N + H]+	C8H17N2O3+	0.801	0.333	39.817	36.811	3.006	4	0.969	1.143	1.143	-1.421		189.123	25	0.412	713686920198055729	713686810844158724	50	
1	C9H15NO4	[M + H3N + H]+	C9H19N2O4+	0.800	0.333	71.316	66.245	5.071	13	0.964	2.040	2.823	-1.066		219.134	25	0.415	713686925252192826	713686810877713160	78	
