row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,171103_PMA_TK_M1_01.mzML Peak area,171103_PMA_TK_M1_02.mzML Peak area,171103_PMA_TK_M1_03.mzML Peak area,171103_PMA_TK_M1_04.mzML Peak area,171103_PMA_TK_M1_05.mzML Peak area,171103_PMA_TK_M1_06.mzML Peak area,171103_PMA_TK_PA14_01.mzML Peak area,171103_PMA_TK_PA14_02.mzML Peak area,171103_PMA_TK_PA14_03.mzML Peak area,171103_PMA_TK_PA14_04.mzML Peak area,171103_PMA_TK_PA14_05.mzML Peak area,171103_PMA_TK_PA14_06.mzML Peak area,171103_PMA_TK_QC_03.mzML Peak area,171103_PMA_TK_QC_04.mzML Peak area,171103_PMA_TK_QC_05.mzML Peak area,171103_PMA_TK_QC_06.mzML Peak area,171103_PMA_TK_QC_07.mzML Peak area,171103_PMA_TK_QC_08.mzML Peak area,171103_PMA_TK_media_02.mzML Peak area,171103_PMA_TK_media_03.mzML Peak area,171103_PMA_TK_media_04.mzML Peak area,171103_PMA_TK_media_05.mzML Peak area,171103_PMA_TK_media_06.mzML Peak area,Unnamed: 36
206,295.1285827589136,0.7314752,height,,,,,,,,,,,13469699.0,10510733.0,10878824.0,7873311.0,9282046.0,13239139.0,92028270.0,73928664.0,51662904.0,56700828.0,72857660.0,64899988.0,23984888.0,21494654.0,20764212.0,16988578.0,17761528.0,17466008.0,83173040.0,93836820.0,88613656.0,77825490.0,68786690.0,
210,479.1868829912203,0.73321724,height,,,,,,,,,,,41287170.0,36936692.0,38305612.0,29906646.0,33452900.0,37675956.0,45780570.0,35231532.0,27449620.0,27600920.0,35603660.0,32709776.0,38551804.0,33584400.0,35865540.0,27130804.0,29237300.0,33377300.0,0.0,0.0,0.0,0.0,0.0,
211,501.1688699918351,0.7332175,height,,,,,,,,,,,24962582.0,21727096.0,27234184.0,17584664.0,20738326.0,21758306.0,24858852.0,18562288.0,17141120.0,17965446.0,19488286.0,19650244.0,24936158.0,21480554.0,22273934.0,17174278.0,18252452.0,16744926.0,0.0,0.0,0.0,0.0,0.0,
209,652.3044074215018,0.73458534,height,,,,,,,,,,,28032978.0,22459764.0,22615462.0,14982134.0,22255202.0,23385032.0,0.0,0.0,0.0,0.0,0.0,0.0,7954789.5,8178019.0,8097656.5,0.0,8274575.5,7942010.0,0.0,0.0,0.0,0.0,0.0,
212,286.1756849014536,0.7365429,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7541726.5,284001400.0,255138620.0,182371700.0,194940620.0,270957950.0,221104110.0,69171870.0,65244668.0,56043410.0,41069956.0,42754704.0,35782356.0,423584960.0,423299600.0,363288700.0,432698000.0,376046370.0,
213,379.69279738006594,0.73715013,height,,,,,,,,,,,110535500.0,81105016.0,78754330.0,65532100.0,85325870.0,109364560.0,0.0,0.0,0.0,0.0,0.0,0.0,43117092.0,36539424.0,41063140.0,33224196.0,41664924.0,37773804.0,0.0,0.0,0.0,0.0,0.0,
201,219.13375545714572,0.7421952,height,,,,,,,,,,,16943366.0,16535526.0,17621684.0,49973220.0,58947724.0,18217404.0,253964110.0,243346820.0,189380180.0,187320430.0,234174400.0,204925200.0,107119096.0,112610570.0,97298970.0,102336020.0,93002664.0,97207400.0,796074800.0,775181000.0,803262900.0,671732540.0,651378900.0,
217,243.13370919143617,0.74720407,height,,,,,,,,,,,14739375.0,12872605.0,13267561.0,10283598.0,14544169.0,15998265.0,26325750.0,25293900.0,17852858.0,19331148.0,23584974.0,21279376.0,12179644.0,10770874.0,10872573.0,11164717.0,10971898.0,11077684.0,62748692.0,72971300.0,72206370.0,58389270.0,50177676.0,
216,693.7652289716085,0.74744254,height,,,,,,,,,,,37137980.0,40638944.0,52240760.0,41578870.0,41949960.0,40148052.0,0.0,0.0,0.0,0.0,0.0,0.0,35307880.0,28123152.0,23180662.0,21465658.0,21294142.0,24247490.0,0.0,0.0,0.0,0.0,0.0,
250,249.1264145755905,0.7525609,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,58329076.0,51356212.0,37527016.0,43196356.0,52561416.0,44737344.0,25881006.0,21280542.0,15550596.0,13846391.0,12260732.0,0.0,196555540.0,208978160.0,204234060.0,187986140.0,169209570.0,
219,336.15823744611725,0.75289196,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47276704.0,44486590.0,31045506.0,31499956.0,39783220.0,38342990.0,12492660.0,12355308.0,11303315.0,11490387.0,10286676.0,11623344.0,59432132.0,68957910.0,66551230.0,59718010.0,54677004.0,
231,233.149341410022,0.75452006,height,,,,,,,,,,,41634404.0,35892710.0,28318058.0,24526962.0,34040700.0,13919722.0,216297230.0,176523660.0,135890620.0,146337220.0,183515310.0,169490320.0,82842360.0,89090100.0,80911330.0,82019704.0,77958530.0,87353590.0,428504320.0,479769380.0,444846240.0,454645440.0,386720000.0,
223,189.12317721874103,0.7546991,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,232385550.0,208061460.0,155934620.0,164926350.0,198134430.0,179536140.0,61871444.0,62194740.0,58114624.0,56582680.0,51140804.0,58159620.0,274242800.0,310331420.0,290347200.0,287534340.0,265655800.0,
218,304.18651909591057,0.7548656,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24939830.0,23910890.0,16297919.0,17632784.0,20535596.0,19851030.0,14139395.0,12018722.0,0.0,13002344.0,0.0,0.0,108993820.0,108980190.0,123873890.0,111243784.0,102536640.0,
222,358.19675601975365,0.75508523,height,,,,,,,,,,,56287836.0,54593404.0,49762296.0,37558916.0,51345452.0,60101156.0,115789576.0,103658560.0,76053384.0,77541190.0,97497330.0,91148890.0,45987170.0,47067028.0,38260388.0,36536148.0,33157834.0,40037296.0,131924856.0,130960984.0,154899730.0,125402560.0,105735050.0,
220,412.1709323661094,0.7552388,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7324255.5,32333094.0,24824708.0,17744164.0,20737914.0,25881148.0,22800714.0,9763800.0,10157206.0,9139882.0,9243976.0,8229492.0,10978700.0,36320988.0,36004044.0,39819540.0,34107892.0,28448754.0,
225,227.1023941113424,0.7611349,height,,,,,,,,,,,32385876.0,32844340.0,27216410.0,27534280.0,33126884.0,32247848.0,35293756.0,32435380.0,27021774.0,26245340.0,30704942.0,30544888.0,24487704.0,24883216.0,22944952.0,24824398.0,22156468.0,25083030.0,32744510.0,32720558.0,34028180.0,32878196.0,28480934.0,
228,679.785911138352,0.76692766,height,,,,,,,,,,,0.0,17689356.0,21873294.0,15770870.0,17123144.0,22091906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
226,561.2917026162901,0.76944685,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15376791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58254492.0,56169360.0,48492664.0,59729910.0,56423316.0,
227,409.2053635307919,0.7714252,height,,,,,,,,,,,13659619.0,14026119.0,17577422.0,16112957.0,11738165.0,13119657.0,15283563.0,12961989.0,12562056.0,12920363.0,14430216.0,13825503.0,12595761.0,14605009.0,12995484.0,11755569.0,14318371.0,14182213.0,17975182.0,18872388.0,17228644.0,14644763.0,14067036.0,
191,316.1863576572177,0.77174455,height,,,,,,,,,,,36237936.0,31724178.0,34296908.0,27349758.0,26812818.0,36208490.0,95131980.0,90698720.0,66554596.0,68508940.0,88919944.0,74959360.0,38635476.0,39961892.0,38334136.0,34036660.0,35335908.0,38879950.0,152180940.0,142873310.0,155096350.0,137776620.0,127859410.0,
230,1334.5974483376517,0.7718525,height,,,,,,,,,,,27095934.0,25783728.0,22968554.0,17876288.0,19879714.0,25160416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
234,281.14926634425854,0.77225584,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,288472420.0,300287170.0,209354830.0,219528820.0,260589100.0,247039680.0,76382030.0,65140496.0,39729150.0,37723996.0,32651146.0,28799920.0,697151800.0,649597250.0,718970500.0,658284800.0,617133300.0,
233,338.16818562814666,0.77233773,height,,,,,,,,,,,10849875.0,11965193.0,13326241.0,11012774.0,9257333.0,9006211.0,17350114.0,17058486.0,15551076.0,18597562.0,18058978.0,17663014.0,15235582.0,16526858.0,15545395.0,14000743.0,14969672.0,16324050.0,25516638.0,25136882.0,23134620.0,19307976.0,20739832.0,
236,678.792188746894,0.7767134,height,,,,,,,,,,,29944248.0,34339676.0,34471980.0,36751670.0,27722090.0,28230352.0,0.0,0.0,0.0,0.0,0.0,0.0,14092842.0,18411636.0,17170862.0,19221816.0,22609064.0,28677906.0,0.0,0.0,0.0,0.0,0.0,
237,667.8045392951864,0.7772834,height,,,,,,,,,,,684297100.0,631543300.0,564404540.0,440384930.0,486024100.0,628353340.0,0.0,0.0,0.0,0.0,0.0,0.0,133557550.0,186392670.0,173877440.0,183484750.0,220589780.0,250026830.0,0.0,0.0,0.0,0.0,0.0,
229,387.2234037789759,0.77771413,height,,,,,,,,,,,21847478.0,19856324.0,21843826.0,18965616.0,21687938.0,29361762.0,34801950.0,35213930.0,25987658.0,25552508.0,33281660.0,28592524.0,15800653.0,17116546.0,15920190.0,14298030.0,15129501.0,15808551.0,48059760.0,45708750.0,49830130.0,43044470.0,41082376.0,
235,659.8043226496101,0.77844185,height,,,,,,,,,,,45191484.0,40583536.0,41505964.0,30147562.0,30328410.0,40828870.0,0.0,0.0,0.0,0.0,0.0,0.0,11796134.0,16852886.0,15538596.0,14948626.0,19372102.0,22776884.0,0.0,0.0,0.0,0.0,0.0,
238,251.14993073272257,0.78007376,height,,,,,,,,,,,44706576.0,40040420.0,41196724.0,33302886.0,36166492.0,45982660.0,37147176.0,38385616.0,27525268.0,27924646.0,33622544.0,30851420.0,25965126.0,29806464.0,26095622.0,23558612.0,27029766.0,26129946.0,46533050.0,46384892.0,51954036.0,43557012.0,42944892.0,
242,451.2295326088515,0.78387046,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31639768.0,40240504.0,40226420.0,29536698.0,29983212.0,
240,220.1177729116309,0.7848273,height,,,,,,,,,,,47047756.0,35990010.0,46803116.0,34642980.0,35758800.0,41216228.0,119994160.0,105074504.0,85624220.0,89107610.0,103380090.0,95147830.0,49329910.0,58615060.0,46882500.0,42036616.0,45812776.0,48468920.0,61067972.0,66728164.0,62436156.0,67332940.0,59733376.0,
241,242.09959596400276,0.78482825,height,,,,,,,,,,,31081562.0,28570034.0,32269542.0,26048104.0,24254850.0,26915368.0,40903104.0,32023788.0,28664320.0,29298636.0,37226750.0,35848960.0,33223606.0,37881172.0,28745174.0,27842458.0,30121214.0,33289934.0,13024156.0,17265890.0,17411836.0,13201898.0,12820147.0,
256,203.138872048265,0.78806776,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7886633.5,19060956.0,16207681.0,13972488.0,14266432.0,19479988.0,16018584.0,36425708.0,36303480.0,26922410.0,33136696.0,34016628.0,29303986.0,308144400.0,324303550.0,319302850.0,261268200.0,240422880.0,
244,652.7966140091622,0.7910161,height,,,,,,,,,,,40128660.0,27780570.0,24209108.0,20424826.0,25779652.0,32749586.0,0.0,0.0,0.0,0.0,0.0,0.0,8502935.0,11046735.0,9958853.0,12531485.0,11929640.0,12347172.0,0.0,0.0,0.0,0.0,0.0,
243,237.12299332749996,0.7939011,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,36661610.0,40487380.0,26569118.0,31315302.0,31998078.0,35437236.0,18563594.0,15983651.0,16114952.0,14238080.0,14659707.0,0.0,78875864.0,81357950.0,76931220.0,73387030.0,70036890.0,
245,694.2607385616012,0.7967329,height,,,,,,,,,,,41600176.0,40242250.0,46395244.0,43373268.0,34062124.0,36776490.0,0.0,0.0,0.0,0.0,0.0,0.0,34549510.0,32774770.0,30687792.0,27767886.0,26089514.0,26741360.0,0.0,0.0,0.0,0.0,0.0,
247,401.28668411489525,0.800185,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132758650.0,144732850.0,151831580.0,136278320.0,141839360.0,
263,261.14422371785605,0.8006037,height,,,,,,,,,,,27295004.0,26170162.0,23883202.0,20199996.0,25777306.0,29253832.0,159827150.0,125914930.0,103070160.0,97604510.0,113808300.0,125568520.0,39850024.0,39917180.0,36864240.0,36787696.0,36388336.0,39362584.0,206410050.0,222345120.0,238960080.0,189224620.0,153657490.0,
248,242.18596894092107,0.80116063,height,,,,,,,,,,,218348580.0,193786480.0,201416000.0,150113800.0,172151440.0,237599870.0,207763490.0,202374140.0,162802530.0,163493940.0,191317310.0,183899070.0,132269270.0,126047860.0,116710480.0,112444080.0,119894640.0,111201400.0,178921330.0,197737470.0,198312140.0,165779790.0,165877820.0,
249,201.14696524290912,0.804543,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12599380.0,0.0,0.0,0.0,0.0,0.0,155737020.0,159126510.0,162083790.0,157910350.0,155346960.0,
254,279.1344448765769,0.805909,height,,,,,,,,,,,81481070.0,72923256.0,74125290.0,56427500.0,63484148.0,93568136.0,132451840.0,123605750.0,98108590.0,102971144.0,119174936.0,111552170.0,51034044.0,51372972.0,49084340.0,49728640.0,52078144.0,45055040.0,118445120.0,125187670.0,134354300.0,106462376.0,104162920.0,
253,382.1943146016948,0.80602354,height,,,,,,,,,,,9330195.0,9238677.0,9762510.0,6979483.0,8145874.5,9959810.0,16270227.0,12555660.0,12633440.0,12368730.0,15935427.0,14412536.0,0.0,0.0,0.0,0.0,0.0,0.0,12889829.0,11541984.0,10370239.0,9891629.0,9689110.0,
252,360.2124495999134,0.80649924,height,,,,,,,,,,,112470984.0,104750880.0,106823950.0,71560780.0,93436190.0,131081630.0,206596940.0,186417470.0,147829810.0,143039740.0,177196830.0,160848750.0,82542040.0,69338320.0,67186740.0,63775490.0,64095636.0,54429788.0,173941680.0,184041970.0,197574670.0,149065260.0,144568510.0,
255,229.1545072338224,0.81154543,height,,,,,,,,,,,50082716.0,46804560.0,45310456.0,36752108.0,41322580.0,57180964.0,1010820200.0,845233300.0,732843460.0,708935550.0,879590600.0,814915600.0,796903400.0,833570900.0,730983740.0,604764700.0,677205000.0,646574660.0,4057391600.0,4476186000.0,4494507500.0,3841496800.0,3730486800.0,
258,357.2129803694223,0.81602865,height,,,,,,,,,,,14796429.0,14180961.0,11795929.0,10327338.0,11272808.0,16359604.0,13678265.0,14219215.0,13033475.0,10480872.0,11769654.0,11527108.0,7333714.0,8941573.0,8753650.0,0.0,8942500.0,7436708.5,12799679.0,10799288.0,11034434.0,11582947.0,11486229.0,
259,276.17039792402704,0.81953245,height,,,,,,,,,,,125483570.0,121047210.0,111711040.0,97229170.0,113068710.0,149269680.0,136767200.0,135539780.0,112217570.0,97808744.0,119639736.0,117210440.0,77614240.0,80951416.0,75476650.0,70426250.0,81193040.0,74154450.0,127478880.0,127785020.0,138228880.0,129099816.0,121362590.0,
262,219.1337523640617,0.8263413,height,,,,,,,,,,,61969964.0,57754170.0,57339890.0,47163890.0,54490748.0,72523190.0,84280616.0,71970830.0,57564348.0,57372580.0,63870252.0,63203456.0,43169410.0,44894580.0,43766100.0,43032868.0,40434950.0,44022550.0,87512264.0,85563190.0,95252540.0,81293540.0,64541280.0,
260,183.6103859829984,0.82742524,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11859990.0,12797150.0,0.0,8895742.0,10578692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35982640.0,41343892.0,41643124.0,41675270.0,29519502.0,
264,201.1232329421496,0.82870626,height,,,,,,,,,,,15291644.0,14054440.0,15019039.0,15198480.0,15348988.0,18743918.0,16809354.0,15772728.0,13719990.0,13914402.0,13607138.0,14684059.0,11784301.0,13991770.0,14777397.0,12676826.0,11201658.0,13905081.0,12870136.0,13956240.0,14093339.0,13645415.0,13693045.0,
261,366.213431415012,0.83007866,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13411956.0,12187463.0,9780608.0,8857944.0,12266218.0,11331445.0,0.0,0.0,0.0,0.0,0.0,0.0,42046020.0,45544260.0,48759496.0,43684468.0,38686256.0,
265,306.1446076104198,0.8310659,height,,,,,,,,,,,24477130.0,21919370.0,24610434.0,20398138.0,20436314.0,29444788.0,0.0,0.0,0.0,0.0,0.0,0.0,9124728.0,10188160.0,9479471.0,0.0,9725167.0,10495592.0,0.0,0.0,0.0,0.0,0.0,
246,457.3015634588738,0.83263946,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,34516160.0,30560200.0,31379582.0,30396788.0,30961572.0,28332714.0,39398256.0,37082704.0,30644282.0,28491140.0,33783150.0,29714590.0,149689230.0,153854700.0,175339520.0,152633500.0,162679900.0,
278,247.11074155606315,0.83698195,height,,,,,,,,,,,9685907.0,8851060.0,9096071.0,0.0,0.0,9819386.0,27353952.0,26848568.0,21803242.0,23067530.0,27304812.0,23498738.0,9731746.0,9792268.0,9188000.0,8660449.0,8946129.0,0.0,24940714.0,17088138.0,28569946.0,27506904.0,24166786.0,
270,441.2341158570604,0.8373761,height,,,,,,,,,,,16924018.0,14642022.0,14779962.0,10993054.0,13662715.0,20905720.0,20281564.0,20038568.0,13988107.0,12995693.0,16320622.0,15168927.0,9646812.0,9551364.0,9652726.0,9324271.0,10770917.0,8917751.0,19926422.0,22068826.0,25501838.0,20860230.0,22094942.0,
272,205.1257736976665,0.83827007,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21325990.0,23028642.0,27573172.0,24674618.0,22791954.0,
274,443.14750218221,0.844013,height,,,,,,,,,,,103125140.0,100768300.0,112483710.0,94300504.0,113042240.0,119452210.0,119106910.0,92470970.0,92213920.0,100350650.0,101299710.0,103607384.0,66501920.0,65380650.0,62176570.0,79555030.0,67161600.0,60257764.0,0.0,0.0,0.0,0.0,0.0,
273,211.08646728856448,0.8440603,height,,,,,,,,,,,778905100.0,754247940.0,783422900.0,691813000.0,744932740.0,902331140.0,1024826940.0,837647000.0,735693400.0,820950200.0,862906560.0,897392260.0,678117200.0,689847230.0,628564160.0,620176260.0,609380350.0,569195970.0,0.0,0.0,0.0,0.0,0.0,
268,409.2442381164894,0.8462385,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15636179.0,16479443.0,10642894.0,0.0,13706371.0,13355511.0,0.0,0.0,0.0,0.0,0.0,0.0,55654284.0,54749510.0,65725908.0,57832300.0,48168812.0,
277,243.1337127934591,0.84661084,height,,,,,,,,,,,15582155.0,12781202.0,14024607.0,10496970.0,12469813.0,17430444.0,50216350.0,36125616.0,30269756.0,29899764.0,34815084.0,39468668.0,9478368.0,13704130.0,12483613.0,13198938.0,12372943.0,13350122.0,64209176.0,70939096.0,77375464.0,60425310.0,43425920.0,
275,359.2648077252401,0.8468284,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19441296.0,19706960.0,16837116.0,11865539.0,14427139.0,16221994.0,25024942.0,22304378.0,21760738.0,13844788.0,12065623.0,9199521.0,263065040.0,260399340.0,279843600.0,292240030.0,262915440.0,
269,461.3326949442702,0.8490801,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13042470.0,13848473.0,14048861.0,0.0,13015700.0,12175419.0,168243950.0,162955500.0,176528160.0,173476450.0,141264110.0,
276,344.18111518806404,0.849336,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,53480588.0,49408844.0,35556256.0,37245908.0,45635970.0,44137400.0,17275520.0,16909514.0,13578314.0,13717790.0,12613536.0,12387280.0,70164936.0,73526390.0,89909630.0,70846160.0,58783976.0,
267,253.15181777297636,0.8497852,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18056004.0,18796120.0,18082096.0,18715452.0,19474400.0,16466397.0,60767050.0,58085630.0,62832624.0,57764370.0,54439252.0,
286,230.15789618524929,0.8557055,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,8211898.0,126187800.0,107772410.0,94938950.0,90447950.0,103498120.0,99333976.0,103156216.0,92562710.0,93885620.0,89132390.0,88927030.0,74142000.0,503208030.0,499825660.0,561054340.0,500109000.0,476125300.0,
282,345.14419157885027,0.8669616,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,78668100.0,65911984.0,51412060.0,49839764.0,59980164.0,57919230.0,24289184.0,14327289.0,0.0,0.0,0.0,0.0,163125380.0,169615800.0,178614460.0,172904820.0,157277280.0,
284,479.2837218750354,0.87367,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31135856.0,30126280.0,32249430.0,29487618.0,28662692.0,
285,247.12864390901188,0.8781777,height,,,,,,,,,,,27427354.0,26215706.0,25714608.0,19669174.0,23097466.0,28642254.0,31449364.0,30517724.0,24431270.0,21614046.0,28903710.0,26881062.0,18757554.0,20113350.0,18302654.0,21486058.0,17096240.0,16551886.0,19008944.0,20574634.0,22999420.0,22462300.0,17047898.0,
287,270.1921438222464,0.8811969,height,,,,,,,,,,,169230500.0,158450940.0,160948830.0,118099170.0,139786340.0,177688980.0,204612080.0,201528850.0,156871650.0,144094100.0,200082270.0,167875180.0,124516500.0,115127630.0,108110070.0,125302190.0,110880296.0,100270290.0,190263410.0,187287860.0,213172910.0,194773280.0,163883460.0,
288,304.1764715411197,0.884463,height,,,,,,,,,,,188143660.0,164994430.0,175857220.0,128660984.0,154057140.0,193109010.0,196876600.0,219939000.0,162037570.0,158015570.0,204849730.0,182946770.0,128783390.0,133848940.0,120327980.0,145692690.0,116643560.0,111765700.0,186404600.0,189246450.0,206620260.0,193155380.0,171850720.0,
289,459.3170688878733,0.88455313,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47069280.0,17980692.0,21577882.0,52153576.0,43129810.0,
290,442.2658283915464,0.8849248,height,,,,,,,,,,,10778662.0,8434389.0,8903201.0,6671461.5,7915296.5,10876770.0,10340681.0,12481462.0,8126292.5,6775265.0,10348090.0,8524812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
292,312.1914624523882,0.8895001,height,,,,,,,,,,,20213990.0,17439452.0,18303978.0,12997801.0,16608444.0,21509422.0,25638184.0,27473592.0,19902220.0,19995638.0,26151100.0,22163784.0,16119586.0,14945395.0,13640761.0,13826098.0,12522436.0,11848326.0,23742742.0,24428676.0,25420612.0,22488154.0,21003008.0,
294,229.1545250811889,0.8918926,height,,,,,,,,,,,55102630.0,29889514.0,31425642.0,10303049.0,41757670.0,34899256.0,824844900.0,823800400.0,564592450.0,578194600.0,765604160.0,664737100.0,781606460.0,780469000.0,704164800.0,718081100.0,676493800.0,627936000.0,4183256600.0,4189780500.0,4701939700.0,4212072200.0,3958110200.0,
291,251.13633402558156,0.8942903,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15925015.0,17328194.0,12508004.0,14850714.0,16415293.0,16321305.0,18390696.0,16677659.0,15993607.0,17014738.0,16563820.0,14421483.0,45489576.0,44123668.0,45513024.0,43436420.0,44030200.0,
295,415.2546849246073,0.8955677,height,,,,,,,,,,,121030456.0,96765620.0,101223496.0,75449090.0,95976640.0,129352570.0,0.0,0.0,0.0,0.0,0.0,0.0,36295852.0,49845844.0,43467236.0,36573020.0,35907616.0,42763184.0,0.0,0.0,0.0,0.0,0.0,
296,195.11270469349324,0.8974893,height,,,,,,,,,,,297012100.0,257980500.0,272983840.0,218767840.0,276442270.0,307291400.0,375070560.0,332894270.0,229416820.0,249095300.0,299741380.0,270176420.0,209748780.0,241850240.0,199067680.0,207017630.0,223891570.0,200577260.0,274001900.0,284662600.0,270154720.0,239844370.0,243413250.0,
297,326.2071651660111,0.8978498,height,,,,,,,,,,,30328656.0,25381756.0,26312356.0,20355044.0,25002300.0,33933100.0,30514994.0,30761996.0,23991040.0,24049722.0,29517760.0,25821134.0,17978490.0,18871606.0,19597516.0,18944378.0,18174962.0,17133252.0,31415826.0,31425246.0,33611510.0,32448454.0,31124238.0,
299,172.09668417400272,0.901088,height,,,,,,,,,,,42149660.0,44256612.0,51900890.0,38662684.0,44698904.0,52521820.0,23091750.0,23061074.0,20474750.0,18226510.0,21444494.0,23515068.0,31881246.0,28174188.0,24137952.0,27118840.0,20820014.0,18859738.0,0.0,0.0,0.0,0.0,0.0,
298,445.30165708037896,0.9022339,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39428004.0,35605596.0,42655984.0,44170040.0,35005988.0,
280,231.170160728304,0.90482634,height,,,,,,,,,,,38458490.0,31808820.0,27906602.0,21914878.0,24235770.0,35124500.0,171316660.0,170761740.0,126084450.0,127850980.0,160766100.0,135779710.0,636469950.0,546958660.0,447030340.0,439852700.0,401742720.0,406456260.0,4057588000.0,3685425400.0,4295977000.0,3745722000.0,3659550200.0,
301,215.13890833311712,0.90963876,height,,,,,,,,,,,58316732.0,54592812.0,53418324.0,41448580.0,46262576.0,66941588.0,396018780.0,376974300.0,292434080.0,296496220.0,366449180.0,309929800.0,97578700.0,98867576.0,94582664.0,90001420.0,88554480.0,91773650.0,393612860.0,390172700.0,406972640.0,364420740.0,343491620.0,
309,232.1735235834381,0.91193897,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,20803950.0,21387870.0,17894706.0,17421790.0,21200978.0,18249098.0,76421896.0,69832540.0,55038276.0,50777908.0,47816812.0,53123296.0,361217820.0,362197300.0,396007740.0,443303300.0,433535230.0,
293,253.1179753682808,0.91234744,height,,,,,,,,,,,11655526.0,10486460.0,10958201.0,0.0,12257337.0,13114648.0,109661950.0,107633340.0,77870430.0,75240936.0,98222060.0,90461180.0,28816304.0,31375708.0,27299314.0,31182536.0,28079418.0,24474484.0,135262620.0,136420620.0,137393140.0,125301544.0,123911384.0,
300,269.1257305506796,0.91312104,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12318172.0,12259067.0,15760712.0,11281810.0,11959024.0,
321,166.08621078515503,0.915221,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6651842.5,6876249.0,0.0,0.0,7474497.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23873816.0,24800454.0,25116310.0,21859934.0,22090848.0,
306,407.26483407338674,0.91584265,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34796548.0,33509282.0,41020956.0,30290978.0,33348328.0,
