feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_condition:GNPSGROUP:M1	gnps_mn_ATTRIBUTE_condition:GNPSGROUP:PA14	gnps_mn_ATTRIBUTE_condition:GNPSGROUP:QC	gnps_mn_ATTRIBUTE_condition:GNPSGROUP:media	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
12																																																																																																																																																							265.11144929901565	0.25655586	44193022.66666666	39237622.66666666	31909377.33333333	45936398.4	-1		
13	sirius	1.0	canopus	canopus	canopus	2.0	C10H18N2O4	[M + H]+	C10H19N2O4+	Amino acids and Peptides	1.0	Small peptides	1.0	Dipeptides	0.99	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.999	Peptides	0.969	Dipeptides	0.916	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	231.134	16.0	0.258	7.136869246146586e+17	7.136868082562729e+17																																																																																															1.0	2.0	0.014	0.014	-253.154	0.105	0.15	34.971	C10H18N2O4	[M + H]+	C10H19N2O4+	PCARXDDZXPRYII	InChI=1S/C10H18N2O4/c1-7(6-9(13)14)12-5-3-2-4-8(11)10(15)16/h8H,2-6,11H2,1H3,(H,13,14)(H,15,16)	(Z)-N~6~-(2-carboxy-1-methylethylidene)-L-lysine	CC(=NCCCCC(C(=O)O)N)CC(=O)O	-2.8	49867232	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(49867232)	16777218.0	231.134	16.0	0.258	7.136869246146586e+17	7.136868082562729e+17		231.133737517522	0.26005387	0.0	0.0	0.0	30428698.0	-1		
14																																																																																																																																																							382.86562122767833	0.24585928	8957160.666666666	0.0	7511444.0	0.0	-1		
15	isdb & sirius	1.0	canopus|isdb	canopus	canopus	1.0	C10H15NO4S	[M + H3N + H]+	C10H19N2O4S+	Amino acids and Peptides	0.984	Small peptides	0.68	Aminoacids	0.386	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.978	Amino acids and derivatives	0.977	N-acyl-alpha amino acids	0.663	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	263.106	16.0	0.266	7.136869301846949e+17	7.136868083233818e+17																																															21.0	Amino acids and Peptides	0.6666666666666666	Small peptides	0.3333333333333333	Dipeptides	0.3333333333333333	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q77281159	JBVUOARNEYAAOS-JKUQZMGJSA-N	InChI=1S/C8H12N2O3/c1-4-8(13)10-3-5(11)2-6(10)7(12)9-4/h4-6,11H,2-3H2,1H3,(H,9,12)/t4-,5+,6-/m0/s1	C[C@@H]1NC(=O)[C@@H]2C[C@@H](O)CN2C1=O	C8H12N2O3	pos_1_1proton1dmso	184.084792244	(3S,7R,8aS)-7-hydroxy-3-methylhexahydropyrrolo[1,2-a]pyrazine-1,4-dione	JBVUOARNEYAAOS	Amino acids and Peptides			http://www.wikidata.org/entity/Q7255018	Pseudomonas brassicacearum	396594.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas brassicacearum']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']		6.0	1.0	6.5	1.0	1.0	1.0	0.054	0.054	-108.954	0.994	0.333	91.337	C10H15NO4S	[M + H3N + H]+	C10H19N2O4S+	USGBGVDLPUSJQF	InChI=1S/C10H15NO4S/c1-8(9(12)13)6-16(14,15)7-10(2-3-10)4-5-11/h8H,2-4,6-7H2,1H3,(H,12,13)	3-[[1-(Cyanomethyl)cyclopropyl]methylsulfonyl]-2-methylpropanoic acid	CC(CS(=O)(=O)CC1(CC1)CC#N)C(=O)O	0.0	65495862	PUBCHEM:(65495862)	2.0	263.106	16.0	0.266	7.136869301846949e+17	7.136868083233818e+17		263.10576654518616	0.26533955	0.0	100111379.33333331	27291207.666666668	83190404.0	21		
16	isdb & sirius	1.0	canopus|isdb	canopus|isdb	canopus|isdb	1.0	C11H20N2O3	[M + H3N + H]+	C11H24N3O3+	Amino acids and Peptides	0.999	Small peptides	0.999	Dipeptides	0.994	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.997	Peptides	0.958	Dipeptides	0.939	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	246.181	16.0	0.268	7.136869201351411e+17	7.13686808520514e+17		CCMSLIB00003139614	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.85242	154990000.0	0.0	0.061982	7.0	1.52588e-05	246.181	1.0	temp/spectra_filtered.mgf16	1.0	Spectral Match to Lys-Val from NIST14	ESI	Q-TOF	Isolated	Data from Gabriel Haddad	Data deposited by mjmeehan	M+H	246.181	0.0	1.0						3.0	Positive	GNPS-NIST14-MATCHES	246.181	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003139614	16.0	Amino acids and Peptides	0.2142857142857142	Small peptides	0.2142857142857142	Dipeptides	0.2142857142857142	1.0	0.55212915	ISDB	http://www.wikidata.org/entity/Q27145073	JKHXYJKMNSSFFL-IUCAKERBSA-N	InChI=1S/C11H23N3O3/c1-7(2)9(13)10(15)14-8(11(16)17)5-3-4-6-12/h7-9H,3-6,12-13H2,1-2H3,(H,14,15)(H,16,17)/t8-,9-/m0/s1	CC(C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O	C11H23N3O3		245.173941596	Valyllysine	JKHXYJKMNSSFFL	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']											0.0	3.0	3.7085165977478023	1.0	1.0	1.0	0.746	0.807	-160.468	0.8	0.333	59.903	C11H20N2O3	[M + H3N + H]+	C11H24N3O3+	OCYROESYHWUPBP	InChI=1S/C11H20N2O3/c1-3-7(2)9(11(15)16)13-10(14)8-5-4-6-12-8/h7-9,12H,3-6H2,1-2H3,(H,13,14)(H,15,16)	3-methyl-2-[(pyrrolidin-2-yl)formamido]pentanoic acid	CCC(C)C(C(=O)O)NC(=O)C1CCCN1	0.827	103869473;16397737;7079600;7079601;92174300;133126585;104901042;61159030;61173136;61174501;104014;3764656	COCONUT:(CNP0218391);HMDB:(HMDB0304810);METACYC:(CPD-20356);CHEBI:(74790);SUPERNATURAL:(SN0262042);MESH:(104014 7079601);FooDB:(FDB098399);PUBCHEM:(103869473 16397737 7079600 7079601 92174300 133126585 104901042 61159030 61173136 61174501 104014 3764656);DSSTox:(DTXSID20874265 DTXSID50966248);GNPS:(CCMSLIB00003135124 CCMSLIB00003136156);PUBMED:(null)	137978976366.0	246.181	16.0	0.268	7.136869201351411e+17	7.13686808520514e+17		246.18101531927823	0.2678048	11144969.083333334	23676694.33333333	34002297.333333336	218715918.0	16	16.0	Spectral Match to Lys-Val from NIST14
17	sirius	1.0	canopus	canopus	canopus	1.0	C8H16N2O4	[M - H2O + H]+	C8H15N2O3+	Amino acids and Peptides	1.0	Small peptides	1.0	Dipeptides	0.998	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Peptides	0.994	Dipeptides	0.961	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	187.107	16.0	0.268	7.136869206468463e+17	7.136868084534052e+17																																																																																															1.0	1.0	0.379	0.457	-149.144	1.0	0.333	20.606	C8H16N2O4	[M - H2O + H]+	C8H15N2O3+	DEGCDQUOHKYOQM	InChI=1S/C8H16N2O4/c1-5(7(11)12)10-4-2-3-6(9)8(13)14/h5-6,10H,2-4,9H2,1H3,(H,11,12)(H,13,14)	2-amino-5-[(1-carboxyethyl)amino]pentanoic acid	CC(C(=O)O)NCCCC(C(=O)O)N	-5.4	22057595;21130406;123602658;128597;46931114	COCONUT:(CNP0400195);MiMeDB:(MMDBc0056187);CHEBI:(57889 16770);KEGG:(C04210);MESH:(128597);PUBCHEM:(22057595 21130406 123602658 128597 46931114);DSSTox:(DTXSID30909032);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	138548347238.0	187.107	16.0	0.268	7.136869206468463e+17	7.136868084534052e+17		187.10749051550863	0.2676659	0.0	0.0	21498549.666666668	92111302.0	-1		
18	sirius	1.0	canopus	canopus	canopus	2.0	C10H16N2O5	[M + H]+	C10H17N2O5+	Amino acids and Peptides	1.0	Small peptides	1.0	Dipeptides	0.999	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Peptides	0.989	Dipeptides	0.869	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Dialkylamines; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Secondary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	245.113	16.0	0.27	7.136869240610103e+17	7.136868087889495e+17																																																																																															1.0	2.0	0.868	0.868	-141.938	0.012	0.333	50.239	C10H16N2O5	[M + H]+	C10H17N2O5+	QLROSWPKSBORFJ	InChI=1S/C10H16N2O5/c13-8(14)4-3-7(10(16)17)12-9(15)6-2-1-5-11-6/h6-7,11H,1-5H2,(H,12,15)(H,13,14)(H,16,17)	2-[(pyrrolidin-2-yl)formamido]pentanedioic acid	C1CC(NC1)C(=O)NC(CCC(=O)O)C(=O)O	-0.7	7048509;104901033;61159815;61160308;1629513;1629514;194260;3563697;44369016	COCONUT:(CNP0371576);HMDB:(HMDB0029016);CHEBI:(74762);SUPERNATURAL:(SN0308869);MESH:(194260);FooDB:(FDB112031);PUBCHEM:(7048509 104901033 61159815 61160308 1629513 1629514 194260 3563697 44369016);DSSTox:(DTXSID70987011);LOTUS:(Q27144887);PUBMED:(null)	138247405678.0	245.113	16.0	0.27	7.136869240610103e+17	7.136868087889495e+17		245.1130282624894	0.26890236	12005188.5	177093221.66666666	60788447.333333336	143241070.0	-1		
19	sirius	1.0	canopus	canopus	canopus	2.0	C6H6N2O2	[M + H]+	C6H7N2O2+	Alkaloids	0.916	Histidine alkaloids	0.929	Imidazole alkaloids	0.929	Organoheterocyclic compounds	1.0	Azoles	0.739	Imidazoles	0.682	Substituted imidazoles	0.444	Imidazolyl carboxylic acids and derivatives	0.595	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	139.05	16.0	0.272	7.13686920353245e+17	7.13686808851864e+17																																																																																															1.0	2.0	0.789	0.789	-19.46	0.017	0.333	50.905	C6H6N2O2	[M + H]+	C6H7N2O2+	LOIYMIARKYCTBW	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)	Urocanic Acid	C1=C(NC=N1)C=CC(=O)O	0.0	5460052;5460648;5461073;736715;1549103;1178;133698976;71310808	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000301 HMDB0062562);MiMeDB:(MMDBc0000697 MMDBc0000830 MMDBc0010880);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(1178 5460052 736715 1549103);SUPERNATURAL:(SN0211016);MESH:(736715);FooDB:(FDB000921 FDB007506 FDB012465);PUBCHEM:(5460052 5460648 5461073 736715 1549103 1178 133698976 71310808);COCONUT:(CNP0254048);NORMAN:(NS00014985);METACYC:(ALPHA-N-ACETYLNEURAMINYL-ETCETERA-GALACT UROCANATE);CHEBI:(27248 30819 17771 27247 30817 30818);KEGG:(C00785);DSSTox:(DTXSID5041148 DTXSID50859181 DTXSID901316398);LOTUS:(Q30536 Q60998685);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	139443046766.0	139.05	16.0	0.272	7.13686920353245e+17	7.13686808851864e+17		139.05018291462926	0.27241978	0.0	15970204.5	0.0	0.0	-1		
20	gnps & isdb & sirius	1.0	canopus|gnps|isdb	canopus|gnps|isdb	canopus|gnps|isdb	1.0	C12H22N2O3	[M + H3N + H]+	C12H26N3O3+	Amino acids and Peptides	0.995	Small peptides	0.994	Dipeptides	0.906	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.965	Amino acids and derivatives	0.963	Alpha amino acid amides	0.525	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	260.197	17.0	0.278	7.136869202693588e+17	7.136868092293516e+17		CCMSLIB00003137734	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.957354	106274000.0	0.0	0.938292	8.0	0.000244141	260.197	1.0	temp/spectra_filtered.mgf20	1.0	Spectral Match to Ile-Lys from NIST14	ESI	qTof	Isolated	Data from Pieter Dorrestein	Data deposited by lfnothias	M+H	260.197	259.19	1.0			CCC(C)C(C(=O)NC(CCCCN)C(=O)O)N	InChI=1S/C12H25N3O3/c1-3-8(2)10(14)11(16)15-9(12(17)18)6-4-5-7-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)		3.0	Positive	GNPS-NIST14-MATCHES	260.197	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C12H25N3O3	UWBDLNOCIDGPQE-UHFFFAOYSA-N	UWBDLNOCIDGPQE	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003137734	59.0	Amino acids and Peptides	1.0	Small peptides	1.0	Dipeptides	1.0	1.0	0.76194376	ISDB	http://www.wikidata.org/entity/Q27141757	OTXBNHIUIHNGAO-UWVGGRQHSA-N	InChI=1S/C12H25N3O3/c1-8(2)7-9(14)11(16)15-10(12(17)18)5-3-4-6-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)/t9-,10-/m0/s1	CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O	C12H25N3O3		259.18959166	Leu-Lys	OTXBNHIUIHNGAO	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q22718	Ambystoma mexicanum	984726.0	['Eukaryota']	['Metazoa']	['Chordata']	['Amphibia']	['Caudata']	['Ambystomatidae']	['Unknown']	['Ambystoma']	['Ambystoma mexicanum']											0.0	3.0	4.547775030136108	1.0	1.0	1.0	0.086	0.314	-220.425	1.0	0.333	102.592	C12H22N2O3	[M + H3N + H]+	C12H26N3O3+	KKOORKMAXSGAOU	InChI=1S/C12H22N2O3/c1-3-8(2)10(11(15)16)14-12(17)13-9-6-4-5-7-9/h8-10H,3-7H2,1-2H3,(H,15,16)(H2,13,14,17)	2-[(cyclopentylcarbamoyl)amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)NC1CCCC1	2.0	4310248;6956723;16405241;40607625;945847	COCONUT:(CNP0215192);SUPERNATURAL:(SN0188134);PUBCHEM:(4310248 6956723 16405241 40607625 945847)	3145730.0	260.197	17.0	0.278	7.136869202693588e+17	7.136868092293516e+17		260.19673799870486	0.29149798	10443879.666666666	44842225.66666666	31415082.33333333	186348568.0	59	20.0	Spectral Match to Ile-Lys from NIST14
21	isdb & sirius	1.0	canopus	canopus	canopus	1.0	C9H15NO4	[M + H3N + H]+	C9H19N2O4+	Fatty acids	0.768	Fatty amides	0.588	Aminoacids	0.299	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.676	Amino acids and derivatives	0.675	Amino acids and derivatives	0.675	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	219.134	16.0	0.274	7.136869207684812e+17	7.136868089105844e+17																																															7.0	Amino acids and Peptides	0.4761904761904761	Small peptides	0.4642857142857143	Dipeptides	0.4285714285714285	1.0	0.8224832	ISDB									GVRKWABULJAONN							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	3.2899327278137207	1.0	1.0	1.0	0.119	0.119	-139.183	0.999	0.333	96.098	C9H15NO4	[M + H3N + H]+	C9H19N2O4+	DSKCOVBHIFAJRI	InChI=1S/C9H15NO4/c1-8(2,3)14-7(13)10-9(4-5-9)6(11)12/h4-5H2,1-3H3,(H,10,13)(H,11,12)	1-{[(tert-butoxy)carbonyl]amino}cyclopropane-1-carboxylic acid	CC(C)(C)OC(=O)NC1(CC1)C(=O)O	0.9	163530289;25272409;688396	COCONUT:(CNP0122009);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(163530289 25272409 688396);DSSTox:(DTXSID80350893);PUBMED:(null)	137508159554.0	219.134	16.0	0.274	7.136869207684812e+17	7.136868089105844e+17		219.13366343450664	0.27509347	0.0	0.0	22843268.666666668	143070830.0	7		
