feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_condition:GNPSGROUP:M1	gnps_mn_ATTRIBUTE_condition:GNPSGROUP:PA14	gnps_mn_ATTRIBUTE_condition:GNPSGROUP:QC	gnps_mn_ATTRIBUTE_condition:GNPSGROUP:media	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
423	sirius	1.0	canopus	canopus	canopus	1.0	C23H41N3O6	[M + H3N + H]+	C23H45N4O6+	Amino acids and Peptides	0.986	Small peptides	0.757	Microcolins and mirabimids	0.585	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.997	Peptides	0.784	Peptides	0.784	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	473.333	73.0	1.219	7.13686950413826e+17	7.136868200926003e+17																																																																																															1.0	1.0	0.44	0.44	-223.336	0.8	0.238	24.94	C23H41N3O6	[M + H3N + H]+	C23H45N4O6+	FJBXRLWKBMDXGD	InChI=1S/C23H41N3O6/c1-9-31-21(29)18(14(2)3)24-13-17(27)26-12-10-11-16(26)20(28)25-19(15(4)5)22(30)32-23(6,7)8/h14-16,18-19,24H,9-13H2,1-8H3,(H,25,28)	Unk-Gly-DL-Pro-DL-Val-OtBu	CCOC(=O)C(C(C)C)NCC(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)OC(C)(C)C	3.1	164187567	PUBCHEM:(164187567)	2.0	473.333	73.0	1.219	7.13686950413826e+17	7.136868200926003e+17		473.3330899513338	1.2188609	0.0	0.0	0.0	32161752.0	1		
424																																																																																																																																																							486.7590236977612	1.2217143	145488096.66666666	1345092.75	55506482.333333336	0.0	55		
425	sirius	1.0	canopus	canopus	canopus	2.0	C12H20OS	[M + H3N + H]+	C12H24NOS+	Fatty acids	0.868	Fatty acyls	0.799	Oxygenated hydrocarbons	0.601	Organic oxygen compounds	0.982	Organooxygen compounds	0.951					Organooxygen compounds	0.951	Organic compounds; Organosulfur compounds; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	230.158	74.0	1.227	7.136869816026744e+17	7.136868201639035e+17																																																																																															1.0	2.0	0.02	0.02	-187.34	0.031	0.224	7.05	C12H20OS	[M + H3N + H]+	C12H24NOS+	WOYHVBXSYNCYJD	InChI=1S/C12H20OS/c1-6-14-9-11(4)12(5,13)8-7-10(2)3/h11,13H,2,6,9H2,1,3-5H3	2,5,6-Trimethyl-7-ethylthiohept-1-en-3-yn-5-ol	CCSCC(C)C(C)(C#CC(=C)C)O	3.2	53832	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(53832);DSSTox:(DTXSID00999122)	137506062338.0	230.158	74.0	1.227	7.136869816026744e+17	7.136868201639035e+17		230.1580769441248	1.2314233	18655680.83333333	45480513.66666666	17558452.0	65255442.4	43		
426	sirius	1.0	canopus	canopus	canopus	1.0	C11H17NO3	[M + H3N + H]+	C11H21N2O3+	Amino acids and Peptides	0.947	Small peptides	0.982	Dipeptides	0.697	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.997	Amino acids and derivatives	0.997	N-acyl-alpha amino acids	0.946	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	229.155	74.0	1.23	7.136869553211621e+17	7.136868201387377e+17																																																																																															1.0	1.0	0.119	0.119	-279.263	0.8	0.333	33.205	C11H17NO3	[M + H3N + H]+	C11H21N2O3+	JXNDLFWQCQNSRP	InChI=1S/C11H17NO3/c13-10-6-8(11(14)15)7-12(10)9-4-2-1-3-5-9/h8-9H,1-7H2,(H,14,15)	1-Cyclohexyl-5-oxopyrrolidine-3-carboxylic acid	C1CCC(CC1)N2CC(CC2=O)C(=O)O	0.8	4144884;6541044;6920281;7897312;677012;238546	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(4144884 6541044 6920281 7897312 677012 238546);DSSTox:(DTXSID60285836)	137506062338.0	229.155	74.0	1.23	7.136869553211621e+17	7.136868201387377e+17		229.15458914291048	1.2299259	142151586.66666666	351049848.3333333	136409177.66666666	505300120.0	7		
427	sirius	1.0	canopus	canopus	canopus	1.0	C28H49N3O6	[M + Na]+	C28H49N3NaO6+	Amino acids and Peptides	0.955	Oligopeptides	0.783	Microcolins and mirabimids	0.443	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.981	Peptides	0.742	Dipeptides	0.534	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	546.35	74.0	1.235	7.136870084713885e+17	7.136868201890693e+17																																																																																															1.0	1.0	0.082	0.093	-338.74	0.996	1.0	33.033	C28H49N3O6	[M + Na]+	C28H49N3NaO6+	CPNBTQDCWWCVNK	InChI=1S/C28H49N3O6/c1-17(2)21(13-20-9-10-25(36-7)26(14-20)37-12-8-11-35-6)15-23(29)24(32)16-22(18(3)4)28(34)31-19(5)27(30)33/h9-10,14,17-19,21-24,32H,8,11-13,15-16,29H2,1-7H3,(H2,30,33)(H,31,34)	(2S,4S,5S,7S)-5-amino-N-[(1S)-1-carbamoylethyl]-4-hydroxy-7-{[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl}-8-methyl-2-(propan-2-yl)nonanamide	CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NC(C)C(=O)N)O)N	3.1	23626275	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(23626275)	16777218.0	546.35	74.0	1.235	7.136870084713885e+17	7.136868201890693e+17		546.3496195439252	1.2371179	0.0	29553642.0	0.0	96105638.8	1		
428	isdb|sirius	2.0	canopus|isdb	canopus|isdb	canopus|isdb	2.0	C16H29N3O6	[M + H]+	C16H30N3O6+	Amino acids and Peptides	1.0	Small peptides	0.999	Tripeptides	0.96	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.999	Peptides	0.998	Oligopeptides	0.978	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	360.213	70.0	1.163	7.136869735663872e+17	7.136868198451363e+17																																															1.0	Amino acids and Peptides	0.1219512195121951	Small peptides	0.1097560975609756	Tripeptides	0.073170731707317	1.0	0.50399166	ISDB	http://www.wikidata.org/entity/Q27140577	INGJLBQKTRJLFO-UKJIMTQDSA-N	InChI=1S/C16H29N3O6/c1-5-9(4)13(15(23)18-12(8(2)3)16(24)25)19-14(22)10(17)6-7-11(20)21/h8-10,12-13H,5-7,17H2,1-4H3,(H,18,23)(H,19,22)(H,20,21)(H,24,25)/t9-,10-,12-,13-/m0/s1	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@H](C(=O)O)C(C)C	C16H29N3O6		359.205635648	Glu-Ile-Val	INGJLBQKTRJLFO	Amino acids and Peptides	Small peptides	Tripeptides	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']											0.0	3.0	3.5159666538238525	1.0	1.0	2.0	0.57	0.57	-68.292	0.196	0.333	107.161	C16H29N3O6	[M + H]+	C16H30N3O6+	INGJLBQKTRJLFO	InChI=1S/C16H29N3O6/c1-5-9(4)13(15(23)18-12(8(2)3)16(24)25)19-14(22)10(17)6-7-11(20)21/h8-10,12-13H,5-7,17H2,1-4H3,(H,18,23)(H,19,22)(H,20,21)(H,24,25)	H-DL-Glu-DL-xiIle-DL-Val-OH	CCC(C)C(C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CCC(=O)O)N	-0.04	18220315;71464664	BloodExposome:(71464664);CHEBI:(73499);SUPERNATURAL:(SN0150126);PUBCHEM:(18220315 71464664);LOTUS:(Q27140577)	273678370.0	360.213	70.0	1.163	7.136869735663872e+17	7.136868198451363e+17		360.2125020585777	1.1624355	0.0	24137183.0	14946703.666666666	98319541.2	1		
429	sirius	1.0	canopus	canopus	canopus	2.0	C31H56N4O8	[M + Na]+	C31H56N4NaO8+	Amino acids and Peptides	0.969	Oligopeptides	0.873	Tripeptides	0.671	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.999	Peptides	0.827	Oligopeptides	0.625	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	635.397	75.0	1.244	7.136869570911587e+17	7.136868202603725e+17																																																																																															1.0	2.0	0.409	0.409	-221.036	0.104	1.0	48.087	C31H56N4O8	[M + Na]+	C31H56N4NaO8+	VYPBSXXQROZFGU	InChI=1S/C31H56N4O8/c1-18(2)24(28(38)34-26(20(5)6)30(40)41)32-22(36)16-14-12-10-9-11-13-15-17-23(37)33-25(19(3)4)29(39)35-27(21(7)8)31(42)43/h18-21,24-27H,9-17H2,1-8H3,(H,32,36)(H,33,37)(H,34,38)(H,35,39)(H,40,41)(H,42,43)	Bis(N-alpha-amide-L-valyl-L-valine) 1,9-nonane dicarboxylate	CC(C)C(C(=O)NC(C(C)C)C(=O)O)NC(=O)CCCCCCCCCC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)O	5.5	100981546	PUBCHEM:(100981546)	2.0	635.397	75.0	1.244	7.136869570911587e+17	7.136868202603725e+17		635.3970095283217	1.2434204	0.0	15516649.666666666	0.0	134321710.0	61		
430	sirius	1.0	canopus	canopus	canopus	1.0	C28H54N6O10	[M + Na]+	C28H54N6NaO10+	Amino acids and Peptides	0.915	Oligopeptides	0.964	Lipopeptides	0.529	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.996	Amino acids and derivatives	0.994	Alpha amino acid esters	0.711	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Alpha amino acid esters; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Alpha amino acid amides; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	657.379	75.0	1.243	7.136869676188635e+17	7.136868202352067e+17																																																																																															1.0	1.0	0.024	0.024	-480.209	0.999	0.004	16.784	C28H54N6O10	[M + Na]+	C28H54N6NaO10+	AOMGWEGTILRIDS	InChI=1S/C28H54N6O10/c1-29-7-5-17-42-19-21-44-22-20-43-18-6-8-30-25(35)23-31-9-10-32(24-26(36)39-2)12-14-34(28(38)41-4)16-15-33(13-11-31)27(37)40-3/h29H,5-24H2,1-4H3,(H,30,35)	Dimethyl 7-(2-methoxy-2-oxoethyl)-10-[2-[3-[2-[2-[3-(methylamino)propoxy]ethoxy]ethoxy]propylamino]-2-oxoethyl]-1,4,7,10-tetrazacyclododecane-1,4-dicarboxylate	CNCCCOCCOCCOCCCNC(=O)CN1CCN(CCN(CCN(CC1)C(=O)OC)C(=O)OC)CC(=O)OC	-1.0	59078143	PUBCHEM:(59078143)	2.0	657.379	75.0	1.243	7.136869676188635e+17	7.136868202352067e+17		657.3788060285724	1.2431278	0.0	9691227.833333334	0.0	66131524.0	-1		
431	sirius	1.0	canopus	canopus	canopus	2.0	C12H21NO3	[M + H3N + H]+	C12H25N2O3+	Amino acids and Peptides	0.998	Small peptides	0.999	Dipeptides	0.941	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.997	Peptides	0.572	Dipeptides	0.506	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	245.186	74.0	1.241	7.136869712595197e+17	7.136868202142351e+17																																																																																															1.0	2.0	0.148	0.148	-127.746	0.142	0.333	32.088	C12H21NO3	[M + H3N + H]+	C12H25N2O3+	MCFWBAUGUODTFE	InChI=1S/C12H21NO3/c1-4-7(2)10(12(15)16)13-11(14)8(3)9-5-6-9/h7-10H,4-6H2,1-3H3,(H,13,14)(H,15,16)	(2S,3S)-2-(2-cyclopropylpropanoylamino)-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(C)C1CC1	1.969	99646921;99646922;81867422;83146385;83147330	PUBCHEM:(99646921 99646922 81867422 83146385 83147330)	2.0	245.186	74.0	1.241	7.136869712595197e+17	7.136868202142351e+17		245.1857715571104	1.2415389	0.0	40686616.333333336	82926796.66666667	870218044.0	-1		
432	sirius	1.0	canopus	canopus	canopus	1.0	C14H27N3O5	[M + Na]+	C14H27N3NaO5+	Amino acids and Peptides	1.0	Small peptides	1.0	Tripeptides	0.998	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.999	Peptides	0.999	Oligopeptides	0.995	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Serine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	340.184	75.0	1.245	7.136869691120358e+17	7.136868203148984e+17																																																																																															1.0	1.0	0.639	0.639	-79.474	1.0	1.0	29.838	C14H27N3O5	[M + Na]+	C14H27N3NaO5+	YEDSOSIKVUMIJE	InChI=1S/C14H27N3O5/c1-7(2)5-10(14(21)22)16-13(20)11(8(3)4)17-12(19)9(15)6-18/h7-11,18H,5-6,15H2,1-4H3,(H,16,20)(H,17,19)(H,21,22)	2-[[2-[(2-Amino-3-hydroxypropanoyl)amino]-3-methylbutanoyl]amino]-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(C(C)C)NC(=O)C(CO)N	-0.583	145457935;18224162	CHEBI:(163596);PUBCHEM:(145457935 18224162)	34.0	340.184	75.0	1.245	7.136869691120358e+17	7.136868203148984e+17		340.18387032149025	1.2453686	0.0	29618287.666666668	17995646.833333332	52561202.4	56		
433	isdb & sirius	1.0	canopus|isdb	canopus|isdb	canopus|isdb	1.0	C14H24N2O5	[M + H3N + H]+	C14H28N3O5+	Amino acids and Peptides	0.959	Small peptides	0.966	Tripeptides	0.565	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.997	Peptides	0.783	Dipeptides	0.54	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	318.202	75.0	1.246	7.136869602872188e+17	7.136868203400643e+17																																															61.0	Amino acids and Peptides	0.3333333333333333	Small peptides	0.3333333333333333	Tripeptides	0.3333333333333333	1.0	0.3178263	ISDB	http://www.wikidata.org/entity/Q27141628	VKVDRTGWLVZJOM-DCAQKATOSA-N	InChI=1S/C14H27N3O5/c1-7(2)5-9(15)12(19)17-11(8(3)4)13(20)16-10(6-18)14(21)22/h7-11,18H,5-6,15H2,1-4H3,(H,16,20)(H,17,19)(H,21,22)/t9-,10-,11-/m0/s1	CC(C)C[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)C(C)C	C14H27N3O5		317.195070964	Leu-Val-Ser	VKVDRTGWLVZJOM	Amino acids and Peptides	Small peptides	Tripeptides	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']											0.0	3.0	2.771305203437805	1.0	1.0	1.0	0.469	0.469	-172.865	0.8	0.333	80.431	C14H24N2O5	[M + H3N + H]+	C14H28N3O5+	ATTGUJZVUYQKGM	InChI=1S/C14H24N2O5/c1-8(2)5-10(15-12(18)7-17)13(19)16-11(14(20)21)6-9(3)4/h7-11H,5-6H2,1-4H3,(H,15,18)(H,16,19)(H,20,21)	4-Methyl-2-[[4-methyl-2-(oxaldehydoylamino)pentanoyl]amino]pentanoic acid	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C=O	1.063	71343542;71351542	PUBCHEM:(71343542 71351542)	2.0	318.202	75.0	1.246	7.136869602872188e+17	7.136868203400643e+17		318.2021747451639	1.2461193	12581787.833333334	236234780.0	85377270.0	746331040.0	61		
