feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality
1	JYZPLRVVKIUNAR	sirius	C(C=CC(=O)O)[As]																																																																																												1.0	1.0	-inf	-inf	-58.78	0.94	0.495	6.782	C4H5AsO2	[M - H2O + H]+	C4H4AsO+	InChI=1S/C4H5AsO2/c5-3-1-2-4(6)7/h1-2H,3H2,(H,6,7)		C(C=CC(=O)O)[As]	0.0	88033131	PUBCHEM:(88033131)	2.0	142.948	13.0	0.223	7.13686937042383e+17	7.13686807140588e+17	
6	VPMMBCUPOOMCKQ	sirius	C1(=NNC(=N1)N[N+](=O)[O-])C(=O)NN																																																																																												1.0	5.0	0.106	0.106	-83.061	0.083	0.048	6.188	C3H5N7O3	[M - H2O + H]+	C3H4N7O2+	InChI=1S/C3H5N7O3/c4-6-2(11)1-5-3(8-7-1)9-10(12)13/h4H2,(H,6,11)(H2,5,7,8,9)	N-[3-(hydrazinecarbonyl)-1H-1,2,4-triazol-5-yl]nitramide	C1(=NNC(=N1)N[N+](=O)[O-])C(=O)NN	-0.7	135451133	PUBCHEM:(135451133)	2.0	170.042	16.0	0.265	7.136869210914427e+17	7.136868081933583e+17	
7	INIGKOCASKMRCP	sirius	C(O)(O)[P+](C(O)O)(C(O)O)C(O)O																																																																																												1.0	1.0	-inf	-inf	-84.504	0.922	0.953	9.594	C4H11O8P	[M + H]+	C4H12O8P+	InChI=1S/C4H12O8P/c5-1(6)13(2(7)8,3(9)10)4(11)12/h1-12H/q+1	Tetrakis(dihydroxymethyl)phosphanium	C(O)(O)[P+](C(O)O)(C(O)O)C(O)O	-4.5	88279602	PUBCHEM:(88279602)	2.0	219.026	15.0	0.245	7.13686924526578e+17	7.136868077403735e+17	
8	YPUCVKIYJUGRFM	sirius	COC1=C(C=CC=C1C(=O)O)C(F)F																																																																																												1.0	2.0	0.149	0.149	-104.104	0.013	0.011	9.456	C9H8F2O3	[M + H]+	C9H9F2O3+	InChI=1S/C9H8F2O3/c1-14-7-5(8(10)11)3-2-4-6(7)9(12)13/h2-4,8H,1H3,(H,12,13)	3-(Difluoromethyl)-2-methoxybenzoic acid	COC1=C(C=CC=C1C(=O)O)C(F)F	2.0	84670442	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(84670442)	67108866.0	203.052	15.0	0.249	7.136869253612448e+17	7.136868078284539e+17	
10	WNNNWFKQCKFSDK	sirius	C=CCC(C(=O)O)N																																																																																												1.0	1.0	0.15	0.15	-110.475	0.993	0.997	9.111	C5H9NO2	[M + Na]+	C5H9NNaO2+	InChI=1S/C5H9NO2/c1-2-3-4(6)5(7)8/h2,4H,1,3,6H2,(H,7,8)	2-aminopent-4-enoic acid	C=CCC(C(=O)O)N	-2.3	21574346;6992333;6992334;6994429;102206530;153917190;152756328;153456131;13018909;14044;167529	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0299155);NORMAN:(NS00044687);HMDB:(HMDB0251510);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(14044 167529);METACYC:(CPD-19411);SUPERNATURAL:(SN0415038);MESH:(14044);PUBCHEM:(21574346 6992333 6992334 6994429 102206530 153917190 152756328 153456131 13018909 14044 167529);DSSTox:(DTXSID10936821 DTXSID60694383 DTXSID701313217);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137563998286.0	138.053	15.0	0.253	7.136869419874682e+17	7.136868079836431e+17	
11	HMNSRTLZAJHSIK	isdb																																														22.0	Amino acids and Peptides	0.4666666666666667	Small peptides	0.4666666666666667	Dipeptides	0.4666666666666667	1.0	0.7494136	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	2.997654438018799	1.0																								
11	VLDVBZICYBVQHB	sirius	CC(C)C(C(=O)O)NC(=O)C(CC1=CN=CN1)N																																																																																												1.0	1.0	0.125	0.125	-253.62	0.978	0.333	54.456	C11H18N4O3	[M + H3N + H]+	C11H22N5O3+	InChI=1S/C11H18N4O3/c1-6(2)9(11(17)18)15-10(16)8(12)3-7-4-13-5-14-7/h4-6,8-9H,3,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)		CC(C)C(C(=O)O)NC(=O)C(CC1=CN=CN1)N	-2.5	7021870;7021871;18218216	COCONUT:(CNP0471068);HMDB:(HMDB0028898);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(7021871);CHEBI:(74060);SUPERNATURAL:(SN0393232);FooDB:(FDB111927);PUBCHEM:(7021870 7021871 18218216);DSSTox:(DTXSID701315425);LOTUS:(Q27144373)	138318708778.0	272.172	15.0	0.254	7.136869235241393e+17	7.13686808050752e+17	
13	PCARXDDZXPRYII	sirius	CC(=NCCCCC(C(=O)O)N)CC(=O)O																																																																																												1.0	2.0	0.014	0.014	-253.154	0.105	0.15	34.971	C10H18N2O4	[M + H]+	C10H19N2O4+	InChI=1S/C10H18N2O4/c1-7(6-9(13)14)12-5-3-2-4-8(11)10(15)16/h8H,2-6,11H2,1H3,(H,13,14)(H,15,16)	(Z)-N~6~-(2-carboxy-1-methylethylidene)-L-lysine	CC(=NCCCCC(C(=O)O)N)CC(=O)O	-2.8	49867232	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(49867232)	16777218.0	231.134	16.0	0.258	7.136869246146586e+17	7.136868082562729e+17	
15	JBVUOARNEYAAOS	isdb	C[C@@H]1NC(=O)[C@@H]2C[C@@H](O)CN2C1=O																																													21.0	Amino acids and Peptides	0.6666666666666666	Small peptides	0.3333333333333333	Dipeptides	0.3333333333333333	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q77281159	JBVUOARNEYAAOS-JKUQZMGJSA-N	InChI=1S/C8H12N2O3/c1-4-8(13)10-3-5(11)2-6(10)7(12)9-4/h4-6,11H,2-3H2,1H3,(H,9,12)/t4-,5+,6-/m0/s1	C[C@@H]1NC(=O)[C@@H]2C[C@@H](O)CN2C1=O	C8H12N2O3	pos_1_1proton1dmso	184.084792244	(3S,7R,8aS)-7-hydroxy-3-methylhexahydropyrrolo[1,2-a]pyrazine-1,4-dione	Amino acids and Peptides			http://www.wikidata.org/entity/Q7255018	Pseudomonas brassicacearum	396594.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas brassicacearum']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']		6.0	1.0	6.5	1.0																								
15	USGBGVDLPUSJQF	sirius	CC(CS(=O)(=O)CC1(CC1)CC#N)C(=O)O																																																																																												1.0	1.0	0.054	0.054	-108.954	0.994	0.333	91.337	C10H15NO4S	[M + H3N + H]+	C10H19N2O4S+	InChI=1S/C10H15NO4S/c1-8(9(12)13)6-16(14,15)7-10(2-3-10)4-5-11/h8H,2-4,6-7H2,1H3,(H,12,13)	3-[[1-(Cyanomethyl)cyclopropyl]methylsulfonyl]-2-methylpropanoic acid	CC(CS(=O)(=O)CC1(CC1)CC#N)C(=O)O	0.0	65495862	PUBCHEM:(65495862)	2.0	263.106	16.0	0.266	7.136869301846949e+17	7.136868083233818e+17	
16	JKHXYJKMNSSFFL	isdb	CC(C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O																																													16.0	Amino acids and Peptides	0.2142857142857142	Small peptides	0.2142857142857142	Dipeptides	0.2142857142857142	1.0	0.55212915	ISDB	http://www.wikidata.org/entity/Q27145073	JKHXYJKMNSSFFL-IUCAKERBSA-N	InChI=1S/C11H23N3O3/c1-7(2)9(13)10(15)14-8(11(16)17)5-3-4-6-12/h7-9H,3-6,12-13H2,1-2H3,(H,14,15)(H,16,17)/t8-,9-/m0/s1	CC(C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O	C11H23N3O3		245.173941596	Valyllysine	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']											0.0	3.0	3.7085165977478023	1.0																								
16	OCYROESYHWUPBP	sirius	CCC(C)C(C(=O)O)NC(=O)C1CCCN1																																																																																												1.0	1.0	0.746	0.807	-160.468	0.8	0.333	59.903	C11H20N2O3	[M + H3N + H]+	C11H24N3O3+	InChI=1S/C11H20N2O3/c1-3-7(2)9(11(15)16)13-10(14)8-5-4-6-12-8/h7-9,12H,3-6H2,1-2H3,(H,13,14)(H,15,16)	3-methyl-2-[(pyrrolidin-2-yl)formamido]pentanoic acid	CCC(C)C(C(=O)O)NC(=O)C1CCCN1	0.827	103869473;16397737;7079600;7079601;92174300;133126585;104901042;61159030;61173136;61174501;104014;3764656	COCONUT:(CNP0218391);HMDB:(HMDB0304810);METACYC:(CPD-20356);CHEBI:(74790);SUPERNATURAL:(SN0262042);MESH:(104014 7079601);FooDB:(FDB098399);PUBCHEM:(103869473 16397737 7079600 7079601 92174300 133126585 104901042 61159030 61173136 61174501 104014 3764656);DSSTox:(DTXSID20874265 DTXSID50966248);GNPS:(CCMSLIB00003135124 CCMSLIB00003136156);PUBMED:(null)	137978976366.0	246.181	16.0	0.268	7.136869201351411e+17	7.13686808520514e+17	
17	DEGCDQUOHKYOQM	sirius	CC(C(=O)O)NCCCC(C(=O)O)N																																																																																												1.0	1.0	0.379	0.457	-149.144	1.0	0.333	20.606	C8H16N2O4	[M - H2O + H]+	C8H15N2O3+	InChI=1S/C8H16N2O4/c1-5(7(11)12)10-4-2-3-6(9)8(13)14/h5-6,10H,2-4,9H2,1H3,(H,11,12)(H,13,14)	2-amino-5-[(1-carboxyethyl)amino]pentanoic acid	CC(C(=O)O)NCCCC(C(=O)O)N	-5.4	22057595;21130406;123602658;128597;46931114	COCONUT:(CNP0400195);MiMeDB:(MMDBc0056187);CHEBI:(57889 16770);KEGG:(C04210);MESH:(128597);PUBCHEM:(22057595 21130406 123602658 128597 46931114);DSSTox:(DTXSID30909032);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	138548347238.0	187.107	16.0	0.268	7.136869206468463e+17	7.136868084534052e+17	
18	QLROSWPKSBORFJ	sirius	C1CC(NC1)C(=O)NC(CCC(=O)O)C(=O)O																																																																																												1.0	2.0	0.868	0.868	-141.938	0.012	0.333	50.239	C10H16N2O5	[M + H]+	C10H17N2O5+	InChI=1S/C10H16N2O5/c13-8(14)4-3-7(10(16)17)12-9(15)6-2-1-5-11-6/h6-7,11H,1-5H2,(H,12,15)(H,13,14)(H,16,17)	2-[(pyrrolidin-2-yl)formamido]pentanedioic acid	C1CC(NC1)C(=O)NC(CCC(=O)O)C(=O)O	-0.7	7048509;104901033;61159815;61160308;1629513;1629514;194260;3563697;44369016	COCONUT:(CNP0371576);HMDB:(HMDB0029016);CHEBI:(74762);SUPERNATURAL:(SN0308869);MESH:(194260);FooDB:(FDB112031);PUBCHEM:(7048509 104901033 61159815 61160308 1629513 1629514 194260 3563697 44369016);DSSTox:(DTXSID70987011);LOTUS:(Q27144887);PUBMED:(null)	138247405678.0	245.113	16.0	0.27	7.136869240610103e+17	7.136868087889495e+17	
19	LOIYMIARKYCTBW	sirius	C1=C(NC=N1)C=CC(=O)O																																																																																												1.0	2.0	0.789	0.789	-19.46	0.017	0.333	50.905	C6H6N2O2	[M + H]+	C6H7N2O2+	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)	Urocanic Acid	C1=C(NC=N1)C=CC(=O)O	0.0	5460052;5460648;5461073;736715;1549103;1178;133698976;71310808	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000301 HMDB0062562);MiMeDB:(MMDBc0000697 MMDBc0000830 MMDBc0010880);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(1178 5460052 736715 1549103);SUPERNATURAL:(SN0211016);MESH:(736715);FooDB:(FDB000921 FDB007506 FDB012465);PUBCHEM:(5460052 5460648 5461073 736715 1549103 1178 133698976 71310808);COCONUT:(CNP0254048);NORMAN:(NS00014985);METACYC:(ALPHA-N-ACETYLNEURAMINYL-ETCETERA-GALACT UROCANATE);CHEBI:(27248 30819 17771 27247 30817 30818);KEGG:(C00785);DSSTox:(DTXSID5041148 DTXSID50859181 DTXSID901316398);LOTUS:(Q30536 Q60998685);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	139443046766.0	139.05	16.0	0.272	7.13686920353245e+17	7.13686808851864e+17	
20	KKOORKMAXSGAOU	sirius	CCC(C)C(C(=O)O)NC(=O)NC1CCCC1																																																																																												1.0	1.0	0.086	0.314	-220.425	1.0	0.333	102.592	C12H22N2O3	[M + H3N + H]+	C12H26N3O3+	InChI=1S/C12H22N2O3/c1-3-8(2)10(11(15)16)14-12(17)13-9-6-4-5-7-9/h8-10H,3-7H2,1-2H3,(H,15,16)(H2,13,14,17)	2-[(cyclopentylcarbamoyl)amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)NC1CCCC1	2.0	4310248;6956723;16405241;40607625;945847	COCONUT:(CNP0215192);SUPERNATURAL:(SN0188134);PUBCHEM:(4310248 6956723 16405241 40607625 945847)	3145730.0	260.197	17.0	0.278	7.136869202693588e+17	7.136868092293516e+17	
20	OTXBNHIUIHNGAO	isdb	CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O																																													59.0	Amino acids and Peptides	1.0	Small peptides	1.0	Dipeptides	1.0	1.0	0.76194376	ISDB	http://www.wikidata.org/entity/Q27141757	OTXBNHIUIHNGAO-UWVGGRQHSA-N	InChI=1S/C12H25N3O3/c1-8(2)7-9(14)11(16)15-10(12(17)18)5-3-4-6-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)/t9-,10-/m0/s1	CC(C)C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O	C12H25N3O3		259.18959166	Leu-Lys	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q22718	Ambystoma mexicanum	984726.0	['Eukaryota']	['Metazoa']	['Chordata']	['Amphibia']	['Caudata']	['Ambystomatidae']	['Unknown']	['Ambystoma']	['Ambystoma mexicanum']											0.0	3.0	4.547775030136108	1.0																								
20	UWBDLNOCIDGPQE	gnps	CCC(C)C(C(=O)NC(CCCCN)C(=O)O)N	CCMSLIB00003137734	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.957354	106274000.0	0.0	0.938292	8.0	0.000244141	260.197	1.0	temp/spectra_filtered.mgf20	1.0	Spectral Match to Ile-Lys from NIST14	ESI	qTof	Isolated	Data from Pieter Dorrestein	Data deposited by lfnothias	M+H	260.197	259.19	1.0			CCC(C)C(C(=O)NC(CCCCN)C(=O)O)N	InChI=1S/C12H25N3O3/c1-3-8(2)10(14)11(16)15-9(12(17)18)6-4-5-7-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)		3.0	Positive	GNPS-NIST14-MATCHES	260.197	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C12H25N3O3	UWBDLNOCIDGPQE-UHFFFAOYSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003137734																																																																							
21	DSKCOVBHIFAJRI	sirius	CC(C)(C)OC(=O)NC1(CC1)C(=O)O																																																																																												1.0	1.0	0.119	0.119	-139.183	0.999	0.333	96.098	C9H15NO4	[M + H3N + H]+	C9H19N2O4+	InChI=1S/C9H15NO4/c1-8(2,3)14-7(13)10-9(4-5-9)6(11)12/h4-5H2,1-3H3,(H,10,13)(H,11,12)	1-{[(tert-butoxy)carbonyl]amino}cyclopropane-1-carboxylic acid	CC(C)(C)OC(=O)NC1(CC1)C(=O)O	0.9	163530289;25272409;688396	COCONUT:(CNP0122009);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(163530289 25272409 688396);DSSTox:(DTXSID80350893);PUBMED:(null)	137508159554.0	219.134	16.0	0.274	7.136869207684812e+17	7.136868089105844e+17	
21	GVRKWABULJAONN	isdb																																														7.0	Amino acids and Peptides	0.4761904761904761	Small peptides	0.4642857142857143	Dipeptides	0.4285714285714285	1.0	0.8224832	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	3.2899327278137207	1.0																								
22	QNBYCZTZNOVDMI	isdb	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O																																													27.0	Amino acids and Peptides	0.3333333333333333	Small peptides	0.3333333333333333	Dipeptides	0.3333333333333333	1.0	0.497383	ISDB	http://www.wikidata.org/entity/Q27140602	QNBYCZTZNOVDMI-HGNGGELXSA-N	InChI=1S/C12H20N4O3/c1-3-7(2)10(13)11(17)16-9(12(18)19)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)/t7-,9-,10-/m0/s1	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O	C12H20N4O3		268.1535405	Ile-His	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']											0.0	3.0	3.489531993865967	1.0																								
22	WRXLUGBGVTWNDT	sirius	C1CCC(C1)C(=O)NC(CC2=CN=CN2)C(=O)O																																																																																												1.0	1.0	0.481	0.481	-217.371	0.8	0.333	60.586	C12H17N3O3	[M + H3N + H]+	C12H21N4O3+	InChI=1S/C12H17N3O3/c16-11(8-3-1-2-4-8)15-10(12(17)18)5-9-6-13-7-14-9/h6-8,10H,1-5H2,(H,13,14)(H,15,16)(H,17,18)	(2R)-2-(cyclopentanecarbonylamino)-3-(1H-imidazol-5-yl)propanoic acid	C1CCC(C1)C(=O)NC(CC2=CN=CN2)C(=O)O	0.8	30053183;30053189;16777932	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(30053183 30053189 16777932)	16777218.0	269.161	17.0	0.29	7.136869217121998e+17	7.136868091328826e+17	
22	XWOBNBRUDDUEEY	gnps	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)O)N	CCMSLIB00003139726	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.845077	316884000.0	0.0	5.32886	6.0	0.00143433	269.161	1.0	temp/spectra_filtered.mgf22	1.0	Spectral Match to Leu-His from NIST14	ESI	qTof	Isolated	Data from Gabriel Haddad	Data deposited by mjmeehan	M+H	269.162	268.154	1.0			CC(C)C[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)O)N	InChI=1S/C12H20N4O3/c1-7(2)3-9(13)11(17)16-10(12(18)19)4-8-5-14-6-15-8/h5-7,9-10H,3-4,13H2,1-2H3,(H,14,15)(H,16,17)(H,18,19)/t9-,10-/m0/s1		3.0	Positive	GNPS-NIST14-MATCHES	269.162	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C12H20N4O3	XWOBNBRUDDUEEY-UWVGGRQHSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003139726																																																																							
23	IBIDRSSEHFLGSD	gnps|isdb	CC(C)[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O	CCMSLIB00003135481	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.91691	83952700.0	0.0	0.111302	10.0	3.05176e-05	274.187	1.0	temp/spectra_filtered.mgf23	1.0	Spectral Match to Val-Arg from NIST14	ESI	qTof	Isolated	Data from Pieter Dorrestein	Data deposited by lfnothias	M+H	274.187	273.18	1.0			CC(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N	InChI=1S/C11H23N5O3/c1-6(2)8(12)9(17)16-7(10(18)19)4-3-5-15-11(13)14/h6-8H,3-5,12H2,1-2H3,(H,16,17)(H,18,19)(H4,13,14,15)/t7-,8-/m0/s1		3.0	Positive	GNPS-NIST14-MATCHES	274.187	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C11H23N5O3	IBIDRSSEHFLGSD-YUMQZZPRSA-N	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Small peptides	Dipeptides	Amino acids and Peptides	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003135481	22.0	Amino acids and Peptides	0.4666666666666667	Small peptides	0.4666666666666667	Dipeptides	0.4666666666666667	1.0	0.5908932	ISDB	http://www.wikidata.org/entity/Q27144061	IBIDRSSEHFLGSD-YUMQZZPRSA-N	InChI=1S/C11H23N5O3/c1-6(2)8(12)9(17)16-7(10(18)19)4-3-5-15-11(13)14/h6-8H,3-5,12H2,1-2H3,(H,16,17)(H,18,19)(H4,13,14,15)/t7-,8-/m0/s1	CC(C)[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O	C11H23N5O3		273.180089596	Val-Arg	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q4688339	Aeromonas veronii	704628.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Aeromonadales']	['Aeromonadaceae']	['Unknown']	['Aeromonas']	['Aeromonas veronii']											0.0	3.0	3.863572835922241	1.0																								
23	POVPXNQOSXQZEB	sirius	CC(C)C(C(=O)N)NC(=O)C1(CCC1)C(=NO)N																																																																																												1.0	1.0	0.125	0.125	-236.82	0.8	0.333	111.851	C11H20N4O3	[M + H3N + H]+	C11H24N5O3+	InChI=1S/C11H20N4O3/c1-6(2)7(8(12)16)14-10(17)11(4-3-5-11)9(13)15-18/h6-7,18H,3-5H2,1-2H3,(H2,12,16)(H2,13,15)(H,14,17)	N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(N'-hydroxycarbamimidoyl)cyclobutane-1-carboxamide	CC(C)C(C(=O)N)NC(=O)C1(CCC1)C(=NO)N	0.0	106346876	PUBCHEM:(106346876)	2.0	274.187	19.0	0.312	7.136869250257004e+17	7.136868094055123e+17	
24	LVHBHZANLOWSRM	sirius	C=C(CC(=O)O)C(=O)O																																																																																												1.0	1.0	0.343	0.454	-29.692	0.685	0.333	85.795	C5H6O4	[M + H3N + H]+	C5H10NO4+	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)	Itaconate	C=C(CC(=O)O)C(=O)O	-0.1	22482559;162342694;5459996;118343040;21058381;153709761;153709762;139025095;811;57468142	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0002092);MiMeDB:(MMDBc0000212);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(811);LIPIDMAPS:(LMFA01170063);SUPERNATURAL:(SN0216378);HSDB:(97-65-4);MESH:(811);FooDB:(FDB012645);PUBCHEM:(22482559 162342694 5459996 118343040 21058381 153709761 153709762 139025095 811 57468142);COCONUT:(CNP0269442);NORMAN:(NS00007642 NS00080779 NS00088647);METACYC:(CPD-22992 ITACONATE);CHEBI:(30838 17240);KEGG:(C00490);DSSTox:(DTXSID00965246 DTXSID10593478 DTXSID2026608 DTXSID50183817 DTXSID50203049 DTXSID5063817);LOTUS:(Q903311);YMDB:(YMDB00716);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(LVHBHZANLOWSRM-UHFFFAOYSA-N)	141724814206.0	148.06	16.0	0.263	7.136869196402132e+17	7.13686808726035e+17	
