feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality
755	SSQJIUWSCJLTTP	isdb	CCCCCCC=CCCCc1cc(=O)c2ccccc2[nH]1																																													10.0	Alkaloids	0.625	Tryptophan alkaloids	0.6	Quinoline alkaloids	0.475	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104197609	SSQJIUWSCJLTTP-UHFFFAOYSA-N	InChI=1S/C20H27NO/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21-17/h7-8,11-12,14-16H,2-6,9-10,13H2,1H3,(H,21,22)	CCCCCCC=CCCCc1cc(=O)c2ccccc2[nH]1	C20H27NO	pos_1_1proton	297.209264484	2-undec-4-enyl-1H-quinolin-4-one	Alkaloids	Tryptophan alkaloids	Quinoline alkaloids	http://www.wikidata.org/entity/Q31856	Pseudomonas aeruginosa	216671.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas aeruginosa']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']	['Pseudomonas aeruginosa']	7.0	3.0	8.5	1.0																								
756	AYCZWTQJTQZKHF	sirius	CN1C2=CC=CC=C2C(=O)C=C1CCCCCCCCCO																																																																																												1.0	1.0	0.494	0.494	-176.681	1.0	0.333	39.767	C19H27NO2	[M - H2O + H]+	C19H26NO+	InChI=1S/C19H27NO2/c1-20-16(11-7-5-3-2-4-6-10-14-21)15-19(22)17-12-8-9-13-18(17)20/h8-9,12-13,15,21H,2-7,10-11,14H2,1H3	2-(9-hydroxynonyl)-1-methyl-1,4-dihydroquinolin-4-one	CN1C2=CC=CC=C2C(=O)C=C1CCCCCCCCCO	4.5	163039179	COCONUT:(CNP0319596);SUPERNATURAL:(SN0018508);PUBCHEM:(163039179)	3145730.0	284.201	244.0	4.062	7.136870337378781e+17	7.136868267112132e+17	
757	JQRGHDYBXMXFFU	sirius	COC1(C2C1C3C(C3(OC)OC)C4C(C4(OC)OC)C5C2C5(OC)OC)OC																																																																																												1.0	1.0	0.069	0.069	-129.386	0.994	0.333	47.701	C20H32O8	[M + H3N + H]+	C20H36NO8+	InChI=1S/C20H32O8/c1-21-17(22-2)9-10(17)12-14(19(12,25-5)26-6)16-15(20(16,27-7)28-8)13-11(9)18(13,23-3)24-4/h9-16H,1-8H3	Pentacyclo[9.1.0.0(2,4).0(5,7).0(8,10)]dodecane, 3,3,6,6,9,9,12,12-octamethoxy-	COC1(C2C1C3C(C3(OC)OC)C4C(C4(OC)OC)C5C2C5(OC)OC)OC	-0.1	570773	PUBCHEM:(570773)	2.0	418.243	248.0	4.136	7.136870534594972e+17	7.136868267741277e+17	
758	VVCGWJVXIUOLJG	sirius	CN(C)CCOC(=O)NC1=CC=C(C=C1)CC2=CC=C(C=C2)NC(=O)OCCN(C)C																																																																																												1.0	3.0	0.056	0.056	-326.357	0.01	0.247	8.589	C23H32N4O4	[M + H3N + H]+	C23H36N5O4+	InChI=1S/C23H32N4O4/c1-26(2)13-15-30-22(28)24-20-9-5-18(6-10-20)17-19-7-11-21(12-8-19)25-23(29)31-16-14-27(3)4/h5-12H,13-17H2,1-4H3,(H,24,28)(H,25,29)	Bis(2-dimethylaminoethyl) 4,4'-methylenebis(N-phenylcarbamate)	CN(C)CCOC(=O)NC1=CC=C(C=C1)CC2=CC=C(C=C2)NC(=O)OCCN(C)C	3.1	342112	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(342112);DSSTox:(DTXSID20321547)	137506062338.0	446.275	248.0	4.142	7.136870481872567e+17	7.136868267950993e+17	
759	QMQHUZIWKIVYLV	isdb	CC(C)=CCC/C(C)=C/Cc1cc(=O)c2ccccc2n1C																																													10.0	Alkaloids	0.625	Tryptophan alkaloids	0.6	Quinoline alkaloids	0.475	3.0	0.4932436	ISDB	http://www.wikidata.org/entity/Q77572043	QMQHUZIWKIVYLV-FOWTUZBSSA-N	InChI=1S/C20H25NO/c1-15(2)8-7-9-16(3)12-13-17-14-20(22)18-10-5-6-11-19(18)21(17)4/h5-6,8,10-12,14H,7,9,13H2,1-4H3/b16-12+	CC(C)=CCC/C(C)=C/Cc1cc(=O)c2ccccc2n1C	C20H25NO		295.19361442	2-[(2E)-3,7-dimethylocta-2,6-dienyl]-1-methylquinolin-4-one	Alkaloids	Tryptophan alkaloids	Quinoline alkaloids	http://www.wikidata.org/entity/Q7255179	Pseudonocardia	874917.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Pseudonocardiales']	['Pseudonocardiaceae']	['Unknown']	['Pseudonocardia']	['Unknown']		['Bacteria']									1.0	3.0	4.472974419593811	1.0																								
759	RXWKCQWMDSAQBS	sirius	CCCCCCC=CCCCC1=CC(=O)C2=CC=CC=C2N1O																																																																																												1.0	1.0	0.817	0.817	-105.525	1.0	0.333	41.782	C20H27NO2	[M - H2O + H]+	C20H26NO+	InChI=1S/C20H27NO2/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21(17)23/h7-8,11-12,14-16,23H,2-6,9-10,13H2,1H3	1-Hydroxy-2-undec-4-enylquinolin-4-one	CCCCCCC=CCCCC1=CC(=O)C2=CC=CC=C2N1O	5.8	163187276;162652454	SUPERNATURAL:(SN0217677);PUBCHEM:(163187276 162652454);LOTUS:(Q105158664 Q104171408);PUBMED	269484098.0	296.201	248.0	4.14	7.13687041136631e+17	7.136868268160708e+17	
760	XIGBBPQAXHSVSN	sirius	CCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1C																																																																																												1.0	3.0	0.682	0.744	-85.213	0.086	0.333	7.706	C19H27NO	[M + H]+	C19H28NO+	InChI=1S/C19H27NO/c1-3-4-5-6-7-8-9-12-16-15-19(21)17-13-10-11-14-18(17)20(16)2/h10-11,13-15H,3-9,12H2,1-2H3	1-Methyl-2-N-Nonyl-4-Quinolone	CCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1C	6.1	13967189	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0102531);HMDB:(HMDB0030519);BloodExposome:(13967189);CHEBI:(174025);SUPERNATURAL:(SN0430901);PUBCHEM:(13967189);DSSTox:(DTXSID90553439);LOTUS:(Q82434023);GNPS:(CCMSLIB00000845108);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137765064810.0	286.217	250.0	4.164	7.136870326012216e+17	7.136868268370423e+17	
761	ZGUNHQUCKDXICJ	sirius	CCCCCCCCN1C2=CC=CC=C2C(=C(C1=O)OCC=C)O																																																																																												1.0	1.0	0.244	0.244	-204.358	1.0	0.333	88.906	C20H27NO3	[M - H2O + H]+	C20H26NO2+	InChI=1S/C20H27NO3/c1-3-5-6-7-8-11-14-21-17-13-10-9-12-16(17)18(22)19(20(21)23)24-15-4-2/h4,9-10,12-13,22H,2-3,5-8,11,14-15H2,1H3	4-Hydroxy-1-octyl-3-prop-2-enoxyquinolin-2-one	CCCCCCCCN1C2=CC=CC=C2C(=C(C1=O)OCC=C)O	5.1	140979700	PUBCHEM:(140979700)	2.0	312.196	250.0	4.175	7.13687045049917e+17	7.136868268580138e+17	
762	CYDRXTMLKJDRQH	sirius	CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1																																																																																												1.0	2.0	0.618	0.618	-113.708	0.199	0.333	5.522	C21H37N	[M + H]+	C21H38N+	InChI=1S/C21H38N/c1-4-5-6-7-8-9-10-11-12-16-19-22(2,3)20-21-17-14-13-15-18-21/h13-15,17-18H,4-12,16,19-20H2,1-3H3/q+1	[Dideuterio-(2,3,4,5,6-pentadeuteriophenyl)methyl]-dodecyl-dimethylazanium	CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	7.4	71753021;8754;130421752;46780740	NORMAN:(NS00001938 NS00075628 NS00080681);TeroMol:(TKC095506);BloodExposome:(8753 23705 8754);METACYC:(CPD-20900);CHEBI:(135611 167207 167208);SUPERNATURAL:(SN0058753);MESH:(8754);PUBCHEM:(71753021 8754 130421752 46780740);DSSTox:(DTXSID00825098 DTXSID2040787 DTXSID4048698 DTXSID6028492 DTXSID60872947 DTXSID7047984);GNPS:(CCMSLIB00003136025 CCMSLIB00003135025);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137486407782.0	304.3	252.0	4.205	7.13687032496364e+17	7.136868268789853e+17	
763	AWCWOJPATVETFJ	isdb	CCCCCCC/C=C\CCc1cc(=O)c2ccccc2[nH]1																																													10.0	Alkaloids	0.625	Tryptophan alkaloids	0.6	Quinoline alkaloids	0.475	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104919962	AWCWOJPATVETFJ-HJWRWDBZSA-N	InChI=1S/C20H27NO/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21-17/h8-9,11-12,14-16H,2-7,10,13H2,1H3,(H,21,22)/b9-8-	CCCCCCC/C=C\CCc1cc(=O)c2ccccc2[nH]1	C20H27NO	pos_1_1proton	297.209264484		Alkaloids	Tryptophan alkaloids	Quinoline alkaloids	http://www.wikidata.org/entity/Q31856	Pseudomonas aeruginosa	216671.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas aeruginosa']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']	['Pseudomonas aeruginosa']	7.0	3.0	8.5	1.0																								
763	DDHBGIZOLDOVJX	sirius	CCCCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1O																																																																																												1.0	1.0	0.894	0.894	-90.728	1.0	0.333	52.308	C20H29NO2	[M - H2O + H]+	C20H28NO+	InChI=1S/C20H29NO2/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21(17)23/h11-12,14-16,23H,2-10,13H2,1H3		CCCCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1O	6.7	600307	COCONUT:(CNP0442418);SUPERNATURAL:(SN0062726);PUBCHEM:(600307)	3145730.0	298.217	253.0	4.219	7.136870484976353e+17	7.136868268999569e+17	
763	SSQJIUWSCJLTTP	isdb	CCCCCCC=CCCCc1cc(=O)c2ccccc2[nH]1																																													10.0	Alkaloids	0.625	Tryptophan alkaloids	0.6	Quinoline alkaloids	0.475	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104197609	SSQJIUWSCJLTTP-UHFFFAOYSA-N	InChI=1S/C20H27NO/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21-17/h7-8,11-12,14-16H,2-6,9-10,13H2,1H3,(H,21,22)	CCCCCCC=CCCCc1cc(=O)c2ccccc2[nH]1	C20H27NO	pos_1_1proton	297.209264484	2-undec-4-enyl-1H-quinolin-4-one	Alkaloids	Tryptophan alkaloids	Quinoline alkaloids	http://www.wikidata.org/entity/Q31856	Pseudomonas aeruginosa	216671.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas aeruginosa']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']	['Pseudomonas aeruginosa']	7.0	3.0	8.5	1.0																								
765	IZJCLXWPUMBGDF	sirius	CCCC1=C(NC(=O)C(=C1O)C)CC=C(C)CC=CC(C)O																																																																																												1.0	1.0	0.187	0.187	-277.923	1.0	0.333	20.882	C18H27NO3	[M - H2O + H]+	C18H26NO2+	InChI=1S/C18H27NO3/c1-5-7-15-16(19-18(22)14(4)17(15)21)11-10-12(2)8-6-9-13(3)20/h6,9-10,13,20H,5,7-8,11H2,1-4H3,(H2,19,21,22)	Iromycin D	CCCC1=C(NC(=O)C(=C1O)C)CC=C(C)CC=CC(C)O	2.9	163058097;139584101;54708419	COCONUT:(CNP0345461);SUPERNATURAL:(SN0159369);PUBCHEM:(163058097 139584101 54708419);LOTUS:(Q77279646 Q104169285 Q110178346);PUBMED:(null)	271581250.0	288.196	254.0	4.226	7.136870396392644e+17	7.136868269251227e+17	
766	IJGDGRMCHJUXEN	sirius	CCCCCCCCC1=C2C(=C(C=C1)OC)NC(=C(C2=O)OC)C																																																																																												1.0	1.0	0.168	0.168	-417.581	1.0	0.333	96.974	C20H29NO3	[M - H2O + H]+	C20H28NO2+	InChI=1S/C20H29NO3/c1-5-6-7-8-9-10-11-15-12-13-16(23-3)18-17(15)19(22)20(24-4)14(2)21-18/h12-13H,5-11H2,1-4H3,(H,21,22)	3,8-dimethoxy-2-methyl-5-octyl-1,4-dihydroquinolin-4-one	CCCCCCCCC1=C2C(=C(C=C1)OC)NC(=C(C2=O)OC)C	6.1	118716646	COCONUT:(CNP0078973);SUPERNATURAL:(SN0147100);PUBCHEM:(118716646);LOTUS:(Q110090874);PUBMED:(null)	271581250.0	314.211	254.0	4.239	7.13687054201889e+17	7.136868269460942e+17	
766	LWYHXEXQBAUDEY	isdb	CCCCCCC=CCCCc1cc(O)c2ccccc2[n+]1[O-]																																													10.0	Alkaloids	0.625	Tryptophan alkaloids	0.6	Quinoline alkaloids	0.475	4.0	0.51933706	ISDB	http://www.wikidata.org/entity/Q104171408	LWYHXEXQBAUDEY-UHFFFAOYSA-N	InChI=1S/C20H27NO2/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21(17)23/h7-8,11-12,14-16,22H,2-6,9-10,13H2,1H3	CCCCCCC=CCCCc1cc(O)c2ccccc2[n+]1[O-]	C20H27NO2		313.204179104		Alkaloids	Tryptophan alkaloids	Quinoline alkaloids	http://www.wikidata.org/entity/Q31856	Pseudomonas aeruginosa	216671.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas aeruginosa']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']	['Pseudomonas aeruginosa']	7.0	3.0	10.577348232269289	1.0																								
767	SPJLINWMLSKBNV	sirius	C1CCC(CC1)N(C2CCCCC2)C(=O)COC3=CC=CC=C3OC4=CC=CC=C4OCC(=O)N(C5CCCCC5)C6CCCCC6																																																																																												1.0	1.0	0.06	0.06	-464.338	0.679	0.274	9.183	C40H56N2O5	[M - H2O + H]+	C40H55N2O4+	InChI=1S/C40H56N2O5/c43-39(41(31-17-5-1-6-18-31)32-19-7-2-8-20-32)29-45-35-25-13-15-27-37(35)47-38-28-16-14-26-36(38)46-30-40(44)42(33-21-9-3-10-22-33)34-23-11-4-12-24-34/h13-16,25-28,31-34H,1-12,17-24,29-30H2	2,2'-{Oxybis[(2,1-phenylene)oxy]}bis(N,N-dicyclohexylacetamide)	C1CCC(CC1)N(C2CCCCC2)C(=O)COC3=CC=CC=C3OC4=CC=CC=C4OCC(=O)N(C5CCCCC5)C6CCCCC6	9.7	4193442	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0247686);BloodExposome:(4193442);PUBCHEM:(4193442);DSSTox:(DTXSID90400636)	137459925002.0	627.414	254.0	4.241	7.136870422271502e+17	7.136868269670657e+17	
769	MRMIIYJPIRIFCV	sirius	CC(CCCCCCC=CCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O																																																																																												1.0	1.0	0.153	0.18	-189.915	0.998	0.333	213.174	C30H54O13	[M + H3N + H]+	C30H58NO13+	InChI=1S/C30H54O13/c1-19(15-13-11-9-7-5-3-2-4-6-8-10-12-14-16-22(33)34)40-30-28(26(38)24(36)21(18-32)42-30)43-29-27(39)25(37)23(35)20(17-31)41-29/h2-3,19-21,23-32,35-39H,4-18H2,1H3,(H,33,34)	(9Z)-17-hydroxyoctadec-9-enoate 17-O-sophoroside	CC(CCCCCCC=CCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O	2.4	101492345;9876967;101516704;102407528;69289436;129143698;138756166	CHEBI:(145469 144058);PUBCHEM:(101492345 9876967 101516704 102407528 69289436 129143698 138756166);DSSTox:(DTXSID401134553 DTXSID701141773);PUBCHEMANNOTATIONDRUG	137472507938.0	640.391	260.0	4.327	7.136870595538212e+17	7.136868269880372e+17	
771	LWYHXEXQBAUDEY	isdb	CCCCCCC=CCCCc1cc(O)c2ccccc2[n+]1[O-]																																													10.0	Alkaloids	0.625	Tryptophan alkaloids	0.6	Quinoline alkaloids	0.475	2.0	0.50643617	ISDB	http://www.wikidata.org/entity/Q104171408	LWYHXEXQBAUDEY-UHFFFAOYSA-N	InChI=1S/C20H27NO2/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21(17)23/h7-8,11-12,14-16,22H,2-6,9-10,13H2,1H3	CCCCCCC=CCCCc1cc(O)c2ccccc2[n+]1[O-]	C20H27NO2		313.204179104		Alkaloids	Tryptophan alkaloids	Quinoline alkaloids	http://www.wikidata.org/entity/Q31856	Pseudomonas aeruginosa	216671.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas aeruginosa']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']	['Pseudomonas aeruginosa']	7.0	3.0	10.525744676589966	1.0																								
771	OKUZZIUYOVUZFS	sirius	CCC1=C(C(=NC2=C1C(CC3(C2)CCC3)O)C4CCOCC4)CO																																																																																												1.0	1.0	0.111	0.111	-199.651	0.998	0.333	35.365	C20H29NO3	[M - H2O + H]+	C20H28NO2+	InChI=1S/C20H29NO3/c1-2-14-15(12-22)19(13-4-8-24-9-5-13)21-16-10-20(6-3-7-20)11-17(23)18(14)16/h13,17,22-23H,2-12H2,1H3	4-ethyl-3-(hydroxymethyl)-2-(oxan-4-yl)spiro[6,8-dihydro-5H-quinoline-7,1'-cyclobutane]-5-ol	CCC1=C(C(=NC2=C1C(CC3(C2)CCC3)O)C4CCOCC4)CO	2.3	144235716	PUBCHEM:(144235716)	2.0	314.212	263.0	4.382	7.136870460984932e+17	7.136868270341746e+17	
773	VDNNEEQPXRSHHF	sirius	CCCCCCCCCC1(C(=O)C2=CC=CC=C2NC1=O)O																																																																																												1.0	1.0	0.234	0.234	-337.257	1.0	0.333	50.759	C18H25NO3	[M - H2O + H]+	C18H24NO2+	InChI=1S/C18H25NO3/c1-2-3-4-5-6-7-10-13-18(22)16(20)14-11-8-9-12-15(14)19-17(18)21/h8-9,11-12,22H,2-7,10,13H2,1H3,(H,19,21)	3-hydroxy-3-nonyl-1,2,3,4-tetrahydroquinoline-2,4-dione	CCCCCCCCCC1(C(=O)C2=CC=CC=C2NC1=O)O	4.5	163034348;605393	COCONUT:(CNP0313679);SUPERNATURAL:(SN0387430);PUBCHEM:(163034348 605393)	3145730.0	286.18	262.0	4.375	7.136870572553425e+17	7.136868270132031e+17	
774	RAPSXQPDFJOVLN	sirius	C1=CC(=CN=C1)CNC2=CC(=C(C=C2C(=O)N)[N+](=O)[O-])NCCCN																																																																																												1.0	1.0	0.02	0.02	-352.133	1.0	0.198	4.499	C16H20N6O3	[M - H2O + H]+	C16H19N6O2+	InChI=1S/C16H20N6O3/c17-4-2-6-20-14-8-13(21-10-11-3-1-5-19-9-11)12(16(18)23)7-15(14)22(24)25/h1,3,5,7-9,20-21H,2,4,6,10,17H2,(H2,18,23)	4-[(3-Aminopropyl)amino]-5-Nitro-2-[(Pyridin-3-Ylmethyl)amino]benzamide	C1=CC(=CN=C1)CNC2=CC(=C(C=C2C(=O)N)[N+](=O)[O-])NCCCN	1.5	57519673	PUBCHEMANNOTATIONBIO;PUBCHEM:(57519673)	16777218.0	327.157	267.0	4.455	7.136870321482368e+17	7.136868271138664e+17	
775	AWCWOJPATVETFJ	isdb	CCCCCCC/C=C\CCc1cc(=O)c2ccccc2[nH]1																																													44.0	Alkaloids	0.75	Tryptophan alkaloids	0.5	Quinoline alkaloids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104919962	AWCWOJPATVETFJ-HJWRWDBZSA-N	InChI=1S/C20H27NO/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21-17/h8-9,11-12,14-16H,2-7,10,13H2,1H3,(H,21,22)/b9-8-	CCCCCCC/C=C\CCc1cc(=O)c2ccccc2[nH]1	C20H27NO	pos_1_1proton	297.209264484		Alkaloids	Tryptophan alkaloids	Quinoline alkaloids	http://www.wikidata.org/entity/Q31856	Pseudomonas aeruginosa	216671.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas aeruginosa']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']	['Pseudomonas aeruginosa']	7.0	3.0	8.5	1.0																								
775	DDHBGIZOLDOVJX	sirius	CCCCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1O																																																																																												1.0	1.0	0.831	0.831	-129.898	1.0	0.333	38.45	C20H29NO2	[M - H2O + H]+	C20H28NO+	InChI=1S/C20H29NO2/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21(17)23/h11-12,14-16,23H,2-10,13H2,1H3		CCCCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1O	6.7	600307	COCONUT:(CNP0442418);SUPERNATURAL:(SN0062726);PUBCHEM:(600307)	3145730.0	298.217	267.0	4.456	7.136870442446107e+17	7.136868270761176e+17	
775	SSQJIUWSCJLTTP	isdb	CCCCCCC=CCCCc1cc(=O)c2ccccc2[nH]1																																													44.0	Alkaloids	0.75	Tryptophan alkaloids	0.5	Quinoline alkaloids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104197609	SSQJIUWSCJLTTP-UHFFFAOYSA-N	InChI=1S/C20H27NO/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21-17/h7-8,11-12,14-16H,2-6,9-10,13H2,1H3,(H,21,22)	CCCCCCC=CCCCc1cc(=O)c2ccccc2[nH]1	C20H27NO	pos_1_1proton	297.209264484	2-undec-4-enyl-1H-quinolin-4-one	Alkaloids	Tryptophan alkaloids	Quinoline alkaloids	http://www.wikidata.org/entity/Q31856	Pseudomonas aeruginosa	216671.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas aeruginosa']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']	['Pseudomonas aeruginosa']	7.0	3.0	8.5	1.0																								
776	IUMFLNFLJUUODE	isdb	COc1cc(O)cc(CCc2ccccc2O)c1																																													118.0	Shikimates and Phenylpropanoids	0.5	Stilbenoids	0.5	Monomeric stilbenes	0.5	4.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27105920	IUMFLNFLJUUODE-UHFFFAOYSA-N	InChI=1S/C15H16O3/c1-18-14-9-11(8-13(16)10-14)6-7-12-4-2-3-5-15(12)17/h2-5,8-10,16-17H,6-7H2,1H3	COc1cc(O)cc(CCc2ccccc2O)c1	C15H16O3	pos_1_1proton1isopropanol	244.109944372	Batatasin IV	Shikimates and Phenylpropanoids	Stilbenoids	Monomeric stilbenes	http://www.wikidata.org/entity/Q7255025	Pseudomonas cichorii	1091815.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas cichorii']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']		6.0	3.0	7.5	1.0																								
